title,main_body,link
湖南省科协持续扎实工作 助力打赢疫情防控阻击战,湖南省科协贯彻落实中央、省委省政府和中国科协部署，积极主动发声发力，助力打赢疫情防控阻击战。湖南省科协动员全省1.3万个科协组织和2.7万名科技志愿者积极开展“抗疫情，稳生产”科技服务活动；联合省内40家种子企业作出保障春耕生产种子供应承诺，组建120名在线农技服务团、畜禽养殖技术服务专团，线上线下为稳定生产提供科技支撑；寻找“最美防控战士”，宣传抗疫一线先进典型，捐款捐物支援抗疫。通过互联网、“村村响”、电子屏、车载流动大喇叭、宣传标语、宣传橱窗等方式，进农村、入社区向群众开展网格化科普宣传，全省科协系统科普网络平台体系发布与传播科普信息13.7万条，访问量达1660万人次。130多家中央和省内媒体刊发或转载科普湖南融媒体中心发布的科普信息。征集发布20条疫情防控科普标准化标语，使用达4.2万条次。组织编撰《新型冠状病毒肺炎大众防护与心理疏导》《新型冠状病毒感染的肺炎防控知识100问》《新型冠状病毒感染的肺炎校园防控手册》系列科普读物电子书，通过科普中国、学习强国湖南平台等媒体及省教育厅、卫健委向社会推介，阅读和下载量达100万。开展心理援助咨询，建立全国应对疫情心理援助热线平台，援助对象460余人，培训心理援助志愿者300余人。加强涉科谣言监测，组织专家网络辟谣，发布辟谣信息41条。以赛促学、以学促用，科普湖南推出《防疫知识知多少》网络问答，每日发布4道题，参与答题12.1万人次。,http://www.cast.org.cn/art/2020/2/17/art_80_112608.html
?科协人战“疫”时刻，中国科学技术出版社：冲锋在科学战“疫”前线,岁末年初，新型冠状病毒肺炎疫情警报拉响，全国人民迅速投入到疫情防控的战斗中。与此同时，关于新冠肺炎的流言四起，真假难辨。不少民众因为对相关科学知识的不了解而放松警惕或过于恐慌。普及疫情防控科学知识、澄清谣言、纾解公众恐慌心理，迫在眉睫。正当此时，作为出版人，中国科学技术出版社有限公司（以下简称中国科技出版社）全体职工冲在了疫情科普前线。在中国科协党组书记处的统一领导部署下，在中国科协科普部、调宣部、学会部的直接指导下，他们在第一时间作出反应，利用各种平台和形式推出权威的科普内容，打响了一场科学防控保卫战。兵贵神速，让科学抢占高地中国科技出版社人的科学防疫号角，在春节期间就吹起了。面对突如其来的疫情，中国科技出版社党委统一部署，立即成立疫情应急工作小组，指导各项工作。生活健康编辑部、大众科普编辑部、医学编辑部、少儿科普编辑部等多个部门迅速召集业务骨干，策划《科学防护战“疫”必胜》科普折页和《科学防护“疫”问医答》科普挂图的编辑出版工作。周少敏、符晓静、赵晖、李洁、焦健姿、崔玲、薛红玉、马宇晨、胡萍、王晓平、齐放、黄维佳、肖静、刘茜、李睿等同志放弃春节假期，立刻投入到紧张有序的工作中。他们连夜赶出了设计文件，寻求印厂的支持，保质保量完成了任务。2月3日，北京市东城区和平里街道民旺社区成为第一批收到该折页和挂图的社区之一。与此同时，15万份折页、5万套挂图连夜印刷完毕，陆续通过各地方科协下发基层，在科学抗疫过程中发挥作用。为帮助小朋友们认识疫情，做好科学防护，由大众科普编辑部牵头，在最短时间内编辑出版了公益科普绘本电子书——《科学开开门：给小朋友们的新型冠状病毒感染防护绘本》。赵晖、郑洪炜、焦健姿、李洁、张敬一、黄维佳等多名同志日夜奋战，快速完成了稿件修改、专家审核、书号申领、排版设计等工作。科学大观园编辑部程建兰同志克服家庭困难，春节假期全时在岗，与团队一起出版了抗击疫情的专刊《举国抗疫》，每天还参与科界App内容编发并承担中国科技出版社抗疫防疫工作日报编写制作工作。,http://www.cast.org.cn/art/2020/2/14/art_80_112378.html
科协人战“疫”时刻，新冠战“疫”中的科普尖兵,新增确诊人数：259、444、769、1771、2102、2590、3235、3887…… 这不是一串冰冷的数字，这是一条条鲜活的生命。 武汉、湖北、中国。在960万平方公里的土地上，庚子年春节的喜庆被阴霾笼罩。 那不断攀升的新增确诊人数的红色曲线，像红色警报一次次在人们心中拉响；疫情迅速蔓延，全国各地、世界各地，都闪现疫魔的阴影。 武汉危急！湖北危急！ 一场没有硝烟的战争正在打响！ 值此万分危急时刻，在以习近平同志为核心的党中央坚强领导下，全国各族人民迅速行动起来，汇聚起众志成城、万众一心的强大力量，东西南北、各行各业都积极投身到这场没有硝烟的战“疫”中。 在这些抗“疫”军团中，有一支中国科协的科普尖兵。他们用科学为人民筑起防护墙，用知识斩断谣言的传播。 疫魔当前 科普亮剑 病毒是看不见的魔鬼，在肆虐的疫情面前，如何科学救治、如何科学防控、如何科学生活、如何判别谣言与真相…… 越是紧急时刻，科普越发重要。人民需要知识、社会需要科普。 自2019年12月下旬网上出现不明原因肺炎信息开始，中国科协第一时间做好科普引导，同时指导湖北省科协开展应急科普工作。截至1月22日春节放假前，科普中国、科学辟谣、中国数字科技馆等平台发布“预防新型冠状病毒感染”文章的总浏览量超过1.2亿。 为落实习近平总书记和党中央关于新冠肺炎疫情防控重要部署，在中国科协党组书记处领导下，中国科协办公厅1月22日印发《关于开展新型冠状病毒感染的肺炎疫情应急科普工作的通知》，成立中国科协应急科普领导小组，各部门、各单位迅速行动起来，充分发挥大联合大协作的协同优势、科协系统组织动员优势和科技工作者专业优势，积极主动配合有关部门和地方加强疫情防控开展应急科普。 截至2月13日，中国科协通过官网、今日科协、科普中国、科学辟谣、科界、数字科技馆、返朴、知识就是力量、科学大观园、绿平台等平台和各类新媒体，持续普及疫情防控知识、开展科学辟谣，共刊发相关内容报道16646篇，音视频619个，主持和维护微博话题40个，总浏览量超41.1亿。,http://www.cast.org.cn/art/2020/2/14/art_80_112379.html
湖北：县级科协自觉担当科学抗疫“生力军”,抗击新冠肺炎，防控重于治疗。特别是对于医疗资源相比城市更加缺乏的县乡村，切实提高基层群众、农村居民的科学防控能力尤为重要。连日来，湖北省各县（市、区）科协面对广大人民群众防控疫情的科普需求，自觉担当作为，发挥好基层“科普工作第一站”职能作用，采取多种措施办法，下功夫做好距离城镇社区居民、农民群众“最后一公里”的科普服务。武汉市作为新冠肺炎高发地，各区科协在所辖街乡、社区、村、科普教育基地等迅速发布防控通知，及时在辖区内科普画廊、宣传栏、电子显示屏、全媒体科普视窗更新宣传播放防控新冠肺炎的科普宣传资料，在各地科协网站转发“科普中国”视频，发动辖区居民踊跃参与武汉科技报组织开展的预防新冠肺炎专题网络科普知识竞答活动。东西湖区科协工作人员每天分早晚两班轮流深入社区，联合科技志愿者拉横幅、张贴科普宣传单进行科普宣传。新洲区科协及时发布“科普中国”“今日科协”和“新洲科普”等微信公众号的内容，号召各街镇科协微信公众号转发，推送有针对性的科普防疫信息，通过村村响广播、移动音箱、录音小喇叭、敲锣广而告之、疫情防控科普宣传单、电子显示屏、横幅等多种形式做好疫情防控宣传。蔡甸区科协着力发挥“三长”作用，让防疫科普知识随时服务于群众。区属桐湖卫生院党支部书记、院长、兼职科协副主席高英明不顾自身患有高血压、疱疹等疾病，坚持指挥、服务在前，积极对接配合区卫健局和桐湖办事处指挥部，协调争取到大量防护物资，为医疗防控工作创造条件。襄阳市各县市区科协干部职工通过微信或QQ工作群、朋友圈等各种方式，及时传达落实上级关于防控新冠肺炎工作的精神，转发“科普中国”“今日科协”等官方科普信息，倡导科学防疫。襄城区科普示范社区——中山巷社区发挥科普示范社区引领带头作用，全面加强疫情防控科普知识宣传，及时准确传达有关政策和预防信息。借助网站、微信、QQ等渠道，用群众易于理解的方式，向社会公众普及防治新型冠状病毒感染的科学态度、科学知识、科学方法，引导群众正确理解、积极配合、科学参与疫情防控，不断增强自我保护意识。通过组建社区居民微信群，及时了解群众需求，为确诊患者和疑似患者做好贴心服务，赢得了居民群众的广泛支持和点赞。2月5日，中央电视台《新闻直播间》播出了《战疫情·社区防控——疫情挡不住的社区温情》，对该社区开展科学防疫工作进行了报道。,http://www.cast.org.cn/art/2020/2/14/art_80_112377.html
科协人战“疫”时刻，这次一起做战士,“朋友昨天还劝我，不要在这个时候冒风险，可越是这种时期，越是要妥善处置野生动物。”一场突如其来的疫情，让坚守工作成了中国野生动物保护协会志愿者委员会委员、青岛市城阳区野生动植物保护协会会长徐立强的春节假期的唯一旋律。大年初二至今，徐立强一直冒着刺骨寒风，戴着防护装备，坚持进行栖息地巡护行动，并向周边居民介绍非法猎捕、饲养、食用野生动物的危害，发放野生动物保护的科普宣传手册。“我是一名共产党员，越是艰难时，越是不能退缩。”徐立强只是全国学会坚决贯彻党中央关于疫情防控各项决策部署，抗击新冠肺炎疫情的一个缩影，也是全国学会党组织战斗堡垒里的一名普通“战士”。战斗堡垒中共中央总书记习近平1月27日作出重要指示强调，各级党委要在这场严峻斗争的实践中考察识别干部，激励引导广大党员、干部在危难时刻挺身而出、英勇奋斗、扎实工作，经受住考验，紧紧依靠人民群众坚决打赢疫情防控阻击战。中国科协及全国学会向全国科技工作者发出倡议：战“疫”有我，为决胜攻坚提供科技志愿服务。中国科协党组在传达学习习近平总书记重要讲话精神、研究部署疫情防控工作时强调，要增强科协系统各级党组织政治功能，发挥基层科协、学会党组织在重大任务落实中的战斗堡垒作用，切实把政治优势组织优势有效转化为治理效能。全国学会党组织积极行动起来，充分发挥出战斗堡垒作用。中国声学学会在公众号上发布《中国声学学会党委关于抗击新冠肺炎疫情致广大声学科技工作者的倡议书》。中国粮油学会理事会党委发出《关于抗击疫情发挥党组织和党员示范引领作用的倡议书》，要求所属党组织和全体党员会员，从我做起，从身边做起，积极参与到新型冠状病毒感染的肺炎防控中，坚定信心、同舟共济、科学防治、携手抗击，打赢这场疫情防控阻击战。中国科学技术期刊编辑学会党委积极发挥学会资源优势，引导会员单位期刊投身疫情防控阻击战。《中国科学院院刊》、《医学新知》权威、客观地传播正能量，为疫情防控建言献策。,http://www.cast.org.cn/art/2020/2/14/art_80_111988.html
重庆市科协：发挥职能作用 全力投入疫情防控,新型冠状病毒肺炎疫情发生以来，重庆市科协将疫情防控工作与科协“四服务”有机结合起来，找准科协组织参战的着力点、发力点，明确了对内搞好自身防护、对外发挥科协作用两大任务。 守好自己门，管好自己人，办好自己事 重庆市科协自身单位多、人员多，有1425名干部职工。搞好自身防护，就是贡献。市科协提出“守好自己门、管好自己人、办好自己事”的目标，制定《重庆市科协机关及直属单位疫情防控常规管理要求》，机关党委印发《重庆市科协党员干部疫情防控“十要十不准”》的通知，构筑起联防联控、群防群治的防护线。 守好自己门，对办公区域科协大厦实行封闭式管理，重庆科技馆及时闭馆，下属酒店全面歇业，暂停举办深度贫困乡镇中小学生科技营等人员聚集性活动。管好自己人，加强滚动排查、精准排查，对市科协机关及直属企事业单位干部员工逐一核实，建立个人健康台账，做到了“全覆盖、无遗漏”。办好自己事，稳妥有序恢复上班，及时制定《机关2020年春节后恢复上班应对疫情方案》《直属企业复产复工方案》，采取居家办公、网上办公、错时错峰上班等多种方式，确保疫情防控和科协工作“两手抓、两不误”。 积极提供服务，为科技工作者排忧解难 重庆市科协加强与参与疫情防控工作的医学专家、一线医务科技工作者的沟通联系服务，及时传递党和政府的关心和温暖，发挥 “科技工作者之家”的桥梁和纽带作用。 热心服务老专家，在得知杨士中等部分在渝院士缺乏防疫物资后，市科协当天协调解决并送到院士们家中。及时慰问一线科技工作者，市科协领导走访慰问重庆首批援鄂医疗队一病区主任、火神山医院专家组成员、市生理科学会代理理事长、陆军军医大学新桥医院呼吸科主任李琦教授的家属，唐文革、肖邦忠等在医疗救护、科研攻关、科学防控关键岗位上的科技工作者及基层科协“三长”代表。大力支持科技社团，市科协专门发出《关于大力组织和支持医科类科技社团积极投入疫情防控大战的通知》，决定采取以奖代补的方式，对学术研究、科普活动和决策建议等3个方面报备项目给予扶持，引导广大会员发挥专业优势做出贡献。 线上线下齐发力，开展应急科普 按照中国科协要求，重庆市科协建立了“一体两翼”应急科普机制，在供给科普内容、拓展科普渠道、创新科普方法等方面取得明显成效。 整合市科协机关及直属单位力量，构建应急科普传播矩阵。遴选科普中国等权威机构的科普内容，组织专家创作生产科普作品，利用“科普重庆”中央厨房多渠道。,http://www.cast.org.cn/art/2020/2/14/art_80_112239.html
科协人战“疫”时刻，中国科技会堂：与时间赛跑,新型冠状病毒感染的肺炎疫情发生以来，中国科技会堂干部职工始终默默奉献，坚守在抗击疫情最前线。采购“特种兵”保供应1月26日，大年初二，中国科技会堂受领保障防控物资任务，全体职工积极响应、团结协作，跟时间赛跑，圆满完成特殊时期货源紧缺情况下的保障任务，保障防控物资快速到位。常国祥、张溢、张幼华、郭伟宏、翟翊丞、宋麟等各部门同志从1月26日起按照统一安排，放弃休息时间，第一时间奔赴各供应单位，多渠道采购口罩、消毒液、酒精、远红外测温仪等疫情防控物资。由于货源时间的不确定性，采购员们每时每刻都在关注市场信息，多次主动“请战”。三位同志开着自己的私家车，一有消息就出发，先后多次到大兴、通州、河北、丰台的厂家及库房等货、拉货。这些戏称自己是“特种兵”的采购员在采购期间共垫资3.9万余元、行车约1300公里。购买84消毒液20桶、测温仪5个、体温表421支、酒精5桶、一次性口罩1800个。一次性餐盒、一次性筷子、打包袋、湿纸巾等若干。采购人员以最大努力的付出，团结协作、积极主动的精神，体现了共产党员、共青团员的先锋模范作用。优质服务保大局“科技会堂全体干部职工必须按照中国科协党组的要求，充分认识疫情防控工作的艰巨性和紧迫性”，中国科技会堂领导班子始终强调，“防控疫情是当前最重要最紧迫的工作，所有行动听从指挥，在岗职工要履职尽责，待返岗职工做好防护并招之即回。”为保障疫情期间值班工作人员的日常饮食需求，餐饮部自2月3日起为中国科协机关3个区域、13个部门提供送餐服务，保障疫情期间办公区的饮食需求。连日来，每日为科协各部门送餐100余份。范月静、杲素霞、杨洪刚、王敬强等同志按照统一部署，认真执行防疫要求，制定每日营养菜单，以科学搭配保障科协到岗干部职工餐食营养充足合理。餐饮部克服人员少、任务重的现实困难，排除万难做好为科协办公区服务的准备工作。服务员人手不够，厨师们在出餐后，又迅速变身为送餐员，齐心合力完成送餐工作。,http://www.cast.org.cn/art/2020/2/14/art_80_112087.html
战“疫”关头，上海市科协应急科普不松劲,随着企业有序复工、人员陆续返程、城市逐步常态运行，上海市疫情防控工作面临新的挑战。战“疫”关键时刻，上海市科协应急科普工作开足马力不松劲，为筑牢基层基础防线、浇筑社区坚强堡垒贡献力量。上海市科普事业中心携手上海市灾害防御协会，整合有关权威机构发布的相关科普资料，利用慕课资源平台和制作工具，按知识点进行碎片化和富媒体化计，定制了“新型冠状病毒感染肺炎疫情应对与防护（合辑）”客户端。客户端内容包括：相关权威机构或专家解读的《新型冠状病毒感染的肺炎公众防护指南》等科普电子书，54部有关权威专家解读疫情应对和防护类的科普微视频，36个由心理医生指导制作、应对疫情的心理干预方面的音频和图文资料。上海市科普事业中心还编印了《新型冠状病毒防控科普挂图》和《新型冠状病毒防控科普手册》用于公益性科普宣传，并加紧印刷、装订，面向全市各区科委、科协免费配发赠送挂图和手册，发放范围包括街镇、村居、园区和企业。黄浦区科协加强防疫信息宣传，发挥黄浦科协官网、微博和微信公众号新媒体平台作用，自1月22日起日转载推送官方信息和权威报道172条次，截至2月9日微信阅读数8956次、微博阅读数55860次，其中尤以防护建议类信息最受关注。黄浦区科协还保持与市、区两级科普基地的密切沟通，时刻关注基地管控动态。目前，世博会博物馆和上海民防科普教育馆开设有“网上博物馆”供市民线上参观，上海电信博物馆和上海银行博物馆在各自的微信公众号上，不定期推送图文并茂的展藏介绍等信息，供市民网上浏览。杨浦区科协及时制定下发《关于进一步做好抗击新型肺炎疫情科普工作的通知》，并充分利用区科协网站、微信公众号以及街镇、科普教育基地、园区等各类科普工作群，紧跟疫情发展，开展科普宣传，共计推送科普文章46篇，所属街道、科普教育基地网站和微信公众号共计转发防控疫情推文88条，助力全区上下形成科学抗击疫情的氛围。,http://www.cast.org.cn/art/2020/2/13/art_80_112088.html
科协人战“疫”时刻，中国科技馆：祖国至上 人民至上,不是前线，同为战士。 党建引领，鏖战疫情。 防控不容缓，服务不掉线。 抗击疫情，科普知识来引领。 甘为抗疫幕后斗士，助力疫情防控攻坚 …… 这是中国科技馆抗击疫情简报中的一个个标题，也是中国科技馆人应对新冠病毒疫情发出的铮铮誓言。在这场抗击疫情没有硝烟的战场上，中国科技馆人，用实际行动践行着初心和使命。 截至2月12日，中国科技馆已连续上报了17份《抗击疫情 科技馆体系在行动》简报。从中能看到很多感人的故事，这群人中，每一个人都在为抗击疫情做出自己的贡献，都在用各自的方式投身防控疫情、普及知识、提供保障等工作之中。 党建引领  鏖战疫情 每天，任海宏都要处理13个微信置顶防疫工作群中的大量信息。作为中国科技馆办公室（党办）主任，任海宏充分调动部门全体干部员工积极性创造性，将各项工作安排得井井有条。 办公室（党办）副主任余革胜同志临危受命，全权负责馆党委、馆纪委下达的日常指令落实工作，坚持党建引领疫情防控，建立党支部联动工作机制，引导全馆党员、干部自觉遵守“疫情就是命令，防控就是责任”铁律，筑牢全馆疫情防控战斗堡垒。 把好“入口关”，是确保中国科技馆防疫安全的关键。为有效把病毒拒之门外，安全保卫部第一时间启动防疫抗疫预案，制定并实施严密的安全防范措施。接近花甲之年的魏丹波主任率先垂范，从1月24日起连续七昼夜在馆值班，坚守在工作岗位上。王雨副主任的妻子天天奋战在街道防疫一线，他只能把9岁的女儿一人留在家中，义无反顾投入到工作岗位。春节前，郭永德的孩子右臂粉碎性骨折，但这位老党员无暇照顾孩子，一直坚守在岗位上。 后勤保障部的李勇在自驾探望岳父母途中，接到老馆家属区居委会紧急通知，要求立即增设红色有害物质垃圾桶，他马上调转车头返回北京，与爱人一起多方寻找供货商，及时按要求将专用垃圾桶安置到指定地点。等到达岳父母家时，已是深夜。 防控不容缓  服务不掉线,http://www.cast.org.cn/art/2020/2/13/art_80_111995.html
科协人战“疫”时刻，构建全国科技馆体系的抗“疫”科普长城,2020庚子年这个特殊的春节前后，在新冠病毒疫情防控的严峻时刻，全国各地科技馆为防止人员聚集带来的疫情扩散风险，纷纷采取了闭馆措施。实体科技馆虽然关闭，各地的科普工作却没有停，抗击疫情应急科普和科普宣传更是一刻不停。 在中国科协党组的坚强领导下，按照中国科协向全国科技工作者发出 “团结信任 创新争先 坚决打赢疫情防控人民战争” 倡议书的总体要求，中国科协应急科普工作领导小组办公室带领全国科技馆体系，坚持“全国一盘棋”，全面构筑起防控疫情的科普长城：中国科技馆推出多种专题展览、视频活动，各地科技馆积极行动，纷纷通过网络平台分享科学防疫知识，策划多种线上活动；“科普大篷车”依然穿行田间地头，将抗击疫情科普工作做在祖国的大地上…… 应对疫情，科技馆体系发挥作用 2020年1月，新型冠状病毒肺炎疫情快速蔓延，全国多省市陆续启动重大突发公共卫生事件一级响应。1月20日，习近平总书记作出重要指示，要求“全力做好新型冠状病毒肺炎疫情防控工作”。国务院召开电视电话会议，对新冠肺炎疫情防控工作进行全面部署。 自1月23日起，武汉市科技馆、襄阳市科技馆、云南省科技馆、黑龙江省科技馆、浙江省科技馆、江西省科技馆、中国科技馆、上海科技馆等科技馆，先后宣布采取闭馆措施。 首次面对突发重大疫情，许多场馆没有经验可循。在中国科协应急科普工作领导小组办公室、中国科协科普部的统筹和指导下，中国科技馆带领全国科技馆系统，紧急行动起来：共同探讨、互通信息、交流经验，针对突发疫情制定相应应急措施。 这期间，原本人头攒动的实体科技馆内空空荡荡，可全国科技馆系统的工作群里却异常“热闹”： “哪家场馆做好了疫情防控应急预案，哪家有应急通知的模板，能否提供参考一下？” “武汉馆已经有一套应急制度，可以马上发给大家……” 全国各馆互学互鉴，第一时间成立应急管理领导小组，拟定防控预案，部署工作，结合自身实际细化防控措施，及时研究解决各种防控问题。 春节放假前，各地科技馆均已通过微信公众号、官网等渠道发布闭馆公告，处理已购票或预约公众退款、沟通、解释等事项。通过各地科技馆的全国联动闭馆措施，消除了科技馆作为春节期间公众大量聚集场所可能引起病毒感染和传播的安全隐患。,http://www.cast.org.cn/art/2020/2/13/art_80_111989.html
中国康复医学会向武汉雷神山医院捐款200万元,2月11日，中国康复医学会与武汉市慈善总会、武汉雷神山医院签订三方捐赠协议书，确定经由武汉市慈善总会向雷神山医院定向捐款200万元，用于购置防护用品和药品物资，支持武汉市抗击疫情行动。本次捐款活动是中国康复医学会深入贯彻党和国家决策部署，全面落实民政部、卫健委、中国科协的工作要求，积极投身战“疫”之战，聚合资源、支援前线、助力打赢的重要系列举措之一。1月30日，学会面向全体会员发出倡议，下发《关于开展抗击新型冠状病毒感染肺炎疫情爱心捐款的通知》，会长方国恩，党委书记、常务副会长牛恩喜每人带头捐款5000元，学会及所属58个分支机构全员参与。同时，学会认真学习相关政策规定，与湖北省、武汉市的相关社会组织、医疗机构协调沟通，全面公开、全程透明，此次捐款活动的工作仅用9天时间就全部完成。中国康复医学会表示，将继续深入学习贯彻习近平总书记重要指示精神，把抗击疫情作为当前最重要的任务，发挥自身优势，更广泛、更紧密地凝聚广大会员和康复科技工作者，在疫情防控工作中发挥更大作用。,http://www.cast.org.cn/art/2020/2/12/art_80_111888.html
浙江省领导就做好当前新型冠状病毒肺炎防控科普宣传作出批示,日前，浙江省委常委、常务副省长冯飞，副省长成岳冲、王文序分别在省科协报送的《关于新型冠状病毒感染肺炎防控科普宣传折页推广使用等工作的报告》上作出批示，肯定省科协应急科普工作并提出要求。收悉省领导的批示后，浙江省科协党组立即进行传达学习。省科协党组书记、副主席郑金平表示，全省科协系统要认真贯彻落实省领导批示精神，高度重视疫情防控科普宣传工作，积极投身一线，加大科普力度，在这场抗“疫”战斗中发挥科协组织和科技工作者应有的作用。自疫情发生以来，浙江省科协高度重视疫情防控工作，在做好常规防控工作的基础上，充分发挥科协组织的特点和优势，重点做好新型冠状病毒肺炎的应急科普工作。春节前，省科协和11个市科协同步成立了应急科普工作领导小组，春节后向全省科协系统和科技工作者发出了倡议书，号召全省广大科技工作者组织起来、紧张起来、行动起来，积极投身到这场疫情防控阻击战中来。浙江省科协名誉主席李兰娟院士作为国家卫健委高级别专家组成员，一方面积极投身到疫情防治的实践工作中，一方面又率先垂范，主动通过接受媒体采访等方式，开展应急科普宣传，带动了一批科技人员主动开展科普工作。,http://www.cast.org.cn/art/2020/2/12/art_80_111887.html
河南省科协系统积极开展战“疫”特色科普宣传,"近日，河南省科协印发《关于做好新型冠状病毒感染肺炎疫情防控有关事宜的通知》，对新冠肺炎疫情防控工作进行再动员、再部署，进一步加大特色科普宣传，为打赢疫情防控阻击战贡献科协系统的智慧和力量。河南省科协科普融媒体矩阵集中力量开展特色鲜明、效果突出、权威可靠的应急科普宣传。《河南科技报》统筹设计“科学防疫科普专版”，定位“防疫病、防恐慌”，一期一个主题，每期拿出5个版面进行集中宣传。刊发“特殊群体如何预防新冠病毒”“如何进行科学消毒”“基层一线众志成城抗击疫情”“疫情蔓延如何确保饮食安全”“疫情背景下如何做好心理疏导”等稿件40余篇，出版发行10余万份。河南省科协微信公众号开辟了“科协战‘疫’”“科普防疫”“权威观点”“抗疫辟谣”“个人防护”“战‘疫’进行时”等6个专栏，多角度、多层面开展防疫宣传和舆论引导。河南农业手机报开辟“众志成城，科学防控战疫情”专栏，刊发《居家预防新型冠状病毒感染特刊》《新型冠状病毒防控指南特刊》《母婴人群新型冠状病毒肺炎防护特刊》《居家隔离特刊》《老人儿童预防新冠肺炎特刊》，《正确面对新冠肺炎疫情特刊》等6期共4万字,进一步拓展疫情防控科普的覆盖范围。河南科技报社主办的中国科技110网发布疫情防控文章130多篇，内容涵盖习近平总书记和党中央、国务院的相关指示精神，河南省委省政府和郑州市关于疫情防控方面的相关信息与具体部署，国家卫健委关于新型冠状病毒感染肺炎预防方面的科普文章，全省各地抗击疫情的典型做法等方面内容。河南科技报社微信公众号、APP、头条号、抖音号等新媒体和网站针对疫情发展，及时发布应对疫情科普文章近200篇，制作发布应对疫情短视频近80部，阅读量（播放量）达5000万次。河南省科协邀请中国工程院院士、河南农业大学校长张改平、河南省肿瘤医院陈小兵教授等244名河南省首席科普专家，利用线上平台开展疫情防控、复工复产院士专家科普讲座。联合省农业农村厅启动农业专家在线惠民活动，组织358名专家组建“农业专家春耕生产在线服务团”，分疫情防控、大田管理等10个专家小组，为广大农民提供免费咨询服务，为打赢疫情防控战役和稳定发展农业生产做贡献。",http://www.cast.org.cn/art/2020/2/12/art_80_111885.html
甘肃省科协所属学会科普“抗疫战”重实效?,甘肃省科协在疫情防控期间，广泛发动所属学会重视实效，通过提供核酸检测、心理援助、捐赠物资、支援疫区、科普宣传等方式奉献爱心、共战疫情，奋战在疫情防控一线。 甘肃省免疫学会临床免疫专业委员会主任委员高小玲 带领的甘肃省人民医院临床研究与转化医学研究所积极响应医院防控工作领导小组的部署与安排，第一时间开展了新型冠状病毒核酸检测工作，加快新型冠状病毒肺炎临床诊疗进度，向临床提供新型冠状病毒肺炎关键诊断指标。 甘肃省心理学会聚合兰州大学、西北师范大学、西北民族大学、甘肃农业大学、兰州财经大学、兰州交通大学、兰州城市学院等高校的心理学专家，启动疫情防控公益心理援助，共开通55部疫情防控心理援助热线，积极应对疫情引发的心理危机。针对本次疫情扩散性强、涉及面广的特点，省心理学会多渠道向社会公布疫情防控在线心理援助的注意事项和专家团队名单。制作防灾心理援助网络微课和宣传片，并利用官网、微信公众号宣传和推送应对疫情的科普知识与心理调适技术。同时，招募志愿者，组建了一支55名专业资质齐备、危机干预经验丰富的专家团队。经过岗前培训后，专家团队分4个工作小组，面向一线医务人员、被隔离人员、受感染人员、康复患者、普通民众和大中小学师生等开展在线心理援助。 甘肃省营养学会用科学合理膳食指导临床营养实践，传播营养健康知识和健康生活方式，筑牢“新型冠状病毒肺炎”的全民防线。甘肃省营养学会肿瘤营养分会副秘书长、甘肃恩益康营养健康产业有限公司总经理李岳堂将价值2.2万余元的420件消杀用品、红外线测温仪送至甘肃省卫健委物资调配中心统一调拨使用，将价值7万余元的口服营养补充剂和160个冲调杯送至兰州大学第一医院营养中心和兰州市肺科医院。 甘肃省健康管理研究会面向全省发布了《新型冠状病毒肺炎防治工作中医务工作者的心理援助》和《抗击新型冠状病毒肺炎中公务员和行政管理人员的心理关怀》等文章，受众人数达2万多人次。研究会还专门为广大医务工作者及社会大众提供心理援助服务，为来自兰州、临洮、定西和湖北的多位求助者提供帮助，并派出由副秘长王书诣带领的心理咨询师专家团队对口支援湖北。 甘肃省社区科普研究会充分发动专家的作用，统筹各方资源，集结全部力量，第一时间组织搜集、编辑疫情防控科普知识和基本常识50条，通过微信平台、科普群、QQ群等向社会发布，为群众提供科学有效的防护知识。,http://www.cast.org.cn/art/2020/2/12/art_80_111869.html
