title,main_body,link
山西省区块链研究会正式成立,区块链是一种不可篡改的数据公证和确权技术、是一种数据资产流通的分布式账本技术，可实现数据隐私保护和数据加密，其应用已渗透到金融服务、物联网、供应链管理、数字资产交易等多个领域。李富忠表示，目前区块链人才严重短缺，山西农大软件学院将首先在软件工程专业中设立数字金融和区块链专业方向，联合中国计算机学会，充分发挥省区块链研究会的作用，加大区块链高端人才的培养。同时，省区块链研究会将致力于构建山西省区块链研究网络，结合行业应用，规划建设山西省区块链基础实验平台，形成高水平的研究成果，培养高层次、复合型专业人才，积极借鉴国际、国内经验，以技术研究为基础，立足山西本土信息产业发展实际，跨界整合资源，尽快成立省区块链技术应用研究和集成示范中心，深入探索区块链技术在山西省商业、金融、投资、教育、农业、消费等领域的应用。,http://www.cast.org.cn/art/2018/8/13/art_278_38145.html
中国盛泽纺织智能制造大会在盛泽召开,范建龙在致辞中指出，盛泽纺织作为纺织产业的集聚地，抢抓机遇，顺势而为，率先投入智能化、数字化大潮，随着“中国制造2025”的实施推进，以“技术纺织+生态健康+智能制造+新兴业态”的全新模式，促进纺织产业提档升级。截至2017年，盛泽已建成省级智能化示范车间6个，省级技术中心13家，苏州市级企业技术中心33家，区级智能工业示范企业19家，试点企业70家。今后，盛泽将继续围绕打造“中国纺织第一镇标杆”，全力推进纺织产业的“高新化、生态化、智能化、时尚化”发展步伐，紧扣智能制造，打造纺织产业智能化发展标杆。大力推进纺织制造业“机器换人”，充分利用世界最先进的纺织智能设备及物联网技术，提升纺织智能化生产水平。争取制定纺织化纤行业智能制造标准和体系，大力推进工业互联网进程，以智能化、信息化促进纺织产业大发展。孙瑞哲在致辞中指出，智能转型是纺织行业实现高质量发展的重要途径，从以下三个方面来系统推进纺织行业智能制造发展：一是系统推进，打开智能制造发展新局面。首先是推进装备智能化，结合行业企业发展实际，并行推进装备的数字化、网络化、智能化升级改造，加快成套智智能纺织技术装备的产业化开发和应用；其次是推进运营智能化，分步建设智能制造示范生产线和数字化工厂，加快远程定制、异地设计、协同生产、远程监测等创新应用，积极发展制造服务化；第三是推进产品智能化，深化智能传感器、物联网等信息技术与纺织技术、材料技术的融合，加快智能纺织品的开发，不断丰富产品功能与应用场景。二是创新引领，实现智能制造技术新突破。纺织行业智能制造的发展关键在于核心技术的自主创新，要加快纺织智能制造核心技术攻关。围绕化纤、纺织、染整、服装等领域，形成一批智能工厂技术。重点研究大规模个性化定制技术、网络协同制造技术、装备远程运维技术等；,http://www.cast.org.cn/art/2018/6/29/art_582_39814.html
中国经济网 中国交通：技术加速迭代 智慧服务生活,当交通运输管理多一点智慧是怎样？众所周知，在整个物流生态中“人”是最具不确定性的一环，司机也就成为关键的风控对象。由智慧物联网公司G7打造的安全机器人可以实时监控每一辆货车，通过AI算法不断检测判断路况是否异常、车辆是否超速、司机是否打瞌睡和玩手机等，一旦发现问题，后台管理员即可通过语音指令提醒司机或报警。据G7后台统计，安全机器人上岗后相关事故发生率下降了75%以上。“如今，G7连接车辆总数超过70万辆，基于对平台所获取的海量数据进行分析和挖掘，能够为车辆结构和工况的设计提供优化依据；同时通过‘物联网＋AI’技术还能帮助物流企业构建智能化车队运输管理体系，全面提升运输服务的时效、安全和成本管理。”G7创始人兼CEO翟学魂说。在大会智能交通展区，由首汽集团重点打造的新能源共享租车平台“GoFun出行”也高调亮相。该产品致力于整合用户碎片化的用车需求，通过智能科技手段整合海量数据，提供便捷、绿色、快速、经济的出行服务。“物联网技术和移动支付的发展，让人们更能接受共享出行模式，在完成基础设施布局和认知普及后，硬件共享出行将快速释放市场活力。”GoFun出行总裁谭奕告诉记者，GoFun上线车辆规模即将突破3万辆、覆盖50余座城市，未来致力完成更多场景融合，打造“吃购住娱游”一体化的共享出行平台。,http://www.cast.org.cn/art/2018/6/22/art_90_77432.html
首届国家环境保护工程技术中心技术交流年会暨创新成果展举办,物联网专家们介绍了各自工程技术中心的建设任务，还拿出了“看家本领”进行切磋，如汞污染治理及资源化、工业烟气超低排放、燃煤工业锅炉节能与污染控制、化工废水资源化与深度处理、工业炉窑烟气脱硝超低排放、畜禽养殖污染防治新技术应用、化工行业高浓度难降解有机废水处理、工业副产石膏资源化利用、生活垃圾焚烧飞灰无害化处置、危废处置及资源化利用、生态环境大数据应用、大气颗粒物组分在线分析与源解析技术、基于环保物联网的生态环境监测监控体系建设、降低排水沥青路面噪音等，皆是既先进又能落地实战的治污技术。基于技术硬实力，其中不少创新成果已经转化，投入市场应用，且收效颇丰。这20份报告，兼具广度与深度，带来庞大的信息和前沿又具有可操作性的解决方案。此外，主办方还推介了工业污染源监控工程技术中心的生态环境大数据服务平台。该平台通过物联网采集、互联网抓取等方式，将生态环境大数据集中在一张动态图中，实时展示、精准解析污染源成因，并进行预警预报，建立了政府监管、企业负责、公众监督下的全民环保新模式，已在北京、天津、上海、重庆、广东、山西、山东等地成功应用。,http://www.cast.org.cn/art/2017/10/25/art_380_71096.html
经济日报：智能零售秒结账,除了扫描速度，成本控制也不错。任飞翔认为，无人超市的核心不是“无人”，而是物联网技术、互联网技术和芯片技术的结合，主要目标在于低成本、高效率。9月17日，正在举办2017全国双创周活动的北京中关村创业大街热闹非凡，很多创业公司在这里展示最新成果。创业大街的5号楼，一个无人收银台吸引了很多人的关注。一位小朋友在家长的带领下，将选购的一瓶汽水放在了无人收银台的扫描区域，屏幕随即显示出商品的信息和价格。小朋友用微信扫描了一下收银屏幕的二维码，确认付款，完成了此次购物，方便快捷。这个物联网无人收银台的设计者是任飞翔团队。1984年出生的任飞翔毕业于新西兰奥克兰大学，回国后创立了卓唯智科技有限公司。据他介绍，这套物联网智能无人零售系统既能应用于传统零售店，也能应用于无人便利店。目前市面上已有不少无人超市、无人收银台，但在物品识别这个关键技术上，很多无人收银台仍需要顾客将商品一个个扫描。而卓唯智科技有限公司的“任意件商品半秒内无误识别”，很好地解决了快速批量识别结算的难题，无疑将带来更好的购物体验。,http://www.cast.org.cn/art/2017/9/20/art_90_77567.html
浙江宁波市江北区凝心聚力全力打造创新高地,创新资源加速集聚。加快人才引进，截至2016年，全区共引进国家、省千人计划专家14名、市“3315”人才（团队）5名。今年上半年，申报省千人计划8人，市“3315计划”人才（团队）29个，设立了海外人才工作驿站。打造优质物联网孵化载体，建设了浙大宁波工研院等一批高端物联网创新平台；引导区内骨干企业自建行业内孵化平台，如蓝野牙科产业园、柯力工业物联网孵化园等；引进了一批高端物联网运营团队打造众创空间，如正和创新工场、8号公园等。2016年全区建成24家众创空间，累计面积36万平方米，今年上半年新增众创空间10家，新增面积16万平方米。创新氛围更加浓郁。组织开展了“院士专家江北行”系列活动，举办了“2016国家智能制造物联网论坛”、“第四届中国口腔医学设备器材高峰论坛”、首届“创客节”等重大论坛和活动，吸引专家学者和物联网科技企业关注江北、服务江北。到高校院所开展路演和政策宣讲，在万达广场等商圈投放户外形象宣传片，“创新江北@你”、“全国科技工作者日”等一系列双创活动有序开展，百花齐放，创建了江北创新创业新名片，扩大了江北的影响力。,http://www.cast.org.cn/art/2017/9/8/art_253_32728.html
上海市科协第16届学术年会开幕,王建宇在报告中介绍，单光子探测技术是未来量子通信、光子通信的核心技术，空间量子通信技术是实现全球量子保密网的重要途径，空间光子通信是今后深空探测中信息传输的主要手段。我国将在未来的深空探测任务中采用空间光子通信技术，这种技术比目前广泛采用的微波通信更先进，上海科研团队在光子通信领域处于国际先进水平。陈赛娟报告的内容是关于急性早幼粒细胞白血病的治愈与攻克癌症的思考。金亚秋介绍了应用神经网络和AI技术，多模式遥感大数据的信息智能反演技术，并强调了学科交叉在其中的重要性。,http://www.cast.org.cn/art/2018/10/17/art_187_44797.html
IEEE云计算与智能系统国际会议,会议地址南京。该会议旨在为国内人工智能领域的研究者搭建一个学术交流、资源共享的平台。与国际组织IEEE合作，具有很高的权威性。自2011年创建以来，云计算已连续召开5届，参会人数约400人。会议围绕云计算与智能系统技术的发展趋势这一议题，针对云计算相关技术、智能系统及其应用三大主题展开讨论。,http://www.cast.org.cn/art/2018/11/20/art_44_80236.html
上海市闵行区科协调研走访区内科技企业,上海逐玛信息技术有限公司，致力于在人工智能、生命科学、射电天文等科学领域，提供高性能超算、云计算、信息系统集成解决方案、计算机软硬件开发及服务为一体的整体解决方案。主要服务于科研单位和教育机构，如中国科学院、上海交通大学、复旦大学等。公司专注于解决用户在实际问题中碰到的各种问题，寻找、开发相关的计算工具，为用户提供一个简单、高效的云计算分析平台。2019年，公司为国家探月工程“嫦娥四号”VLBI测轨分系统作出贡献，得到中国科学院上海天文台感谢。,http://www.cast.org.cn/art/2020/4/6/art_283_118018.html
山西科学讲坛-5G大讲堂开讲,讲座开始前举行签约仪式，山西省科技馆馆长路建宏、山西联通行业客户拓展服务中心总经理陈斌代表双方签订《合作项目意向书》，建立战略合作伙伴关系。今后，山西省科技馆与山西联通将充分发挥各自优势，开展全面、深入的合作，将共同举办“山西科学讲坛-5G大讲堂”、设立云计算5G体验区、进行5G+科学教育活动，同时科普栏目将进入IPTV、云计算平台等，为社会公众和企业普及5G知识，为山西经济社会进步、信息化智能化发展发挥积极作用。随后，路建宏与山西联通政企创新业务支撑中心总经理刘军为“山西科学讲坛-5G大讲堂”揭牌。山西联通副总经理吴彤以《5G应用及云计算实践》为题作了首场专题报告，用深入浅出的语言，生动展现了5G，云计算，和智慧应用的多个场景，彰显了新型信息技术对提升经济、社会进步的催化作用。讲座现场，大家敛声息语，神情专注地听讲，并不时爆发出热烈的掌声。,http://www.cast.org.cn/art/2020/1/8/art_278_107701.html
贵州省领导对全民科学素质工作提要求,王世杰强调，领导小组办公室要发挥好谋篇布局和协调指导作用，盘活资源，确保各项举措有效落地;各成员单位要进一步创新措施办法，强化科普信息精准推送服务，依托信息化、云计算等手段积极推广云计算科学知识;要抓好云计算科技场馆等基础科普设施建设，大力实施“互联网+科普”行动，把科普体系这张网织得更细更密;要完善好协作机制，凝聚科普组织能力，强化基层组织在科普工作中的相互联动。,http://www.cast.org.cn/art/2019/4/2/art_80_93522.html
重庆方正高密电子有限公司成立企业科协,近日，位于重庆市西永微电园内的重庆方正高密电子有限公司科学技术协会正式挂牌成立，沙坪坝区科协主席徐晓川为该公司授牌并出席该公司年会。方正高密有科技人员206人，公司已与电子科技大学，重庆邮电大学、重庆科技学院等多所高校开展研发合作，并与华为技术、中兴通讯等企业共同开展多项研发项目，所获成果推动了国内电子信息产业特别是通信产业设备核心元器件的国产化配套水平，为重庆市打造云计算基地和核心通讯器件提供了基础支持。,http://www.cast.org.cn/art/2019/2/14/art_264_88833.html
中国电子学会到重庆市科协调研信息安全与物联网产业发展情况,12月14日，中国电子学会与重庆市科协举行工作座谈。王合清对刘明亮副秘书长一行来渝调研表示欢迎，希望双方进一步加强合作，在持续举办好数字经济百人会的基础上，争取由中国电子学会牵头的中国云计算大会、中国物联网大会、中国网络与信息安全大会等一系列高端学术会议更多的放到重庆举办。刘明亮表示，中国电子学会近年来高度关注产业发展和如何为地方发展服务，重庆有非常好的产业基础，地方政府有很强的推动力，双方的合作空间宽泛、合作潜力巨大。双方还围绕2019年中国云计算大会、中国物联网大会等时间、主题、形式、规模、议程等展开讨论和交流，达成系列共识。,http://www.cast.org.cn/art/2018/12/17/art_200_82128.html
浙江省2018年全国科普日主场活动启动,今年是浙江省全国科普日主场活动首次走进特色小镇，将科普元素融入特色小镇，彰显科普功能。在启动仪式现场，金华新能源汽车科技馆正式开馆，省科协党组成员、副主席陆锦为科技馆开馆揭牌，并进行了金华新能源汽车小镇科协授牌仪式。主持人现场连线西湖云栖小镇、德清地理信息小镇和海盐的核电科技馆。三个风格迥异的小镇，分别从云计算等专业角度充分展现了特色小镇的科普魅力。,http://www.cast.org.cn/art/2018/9/17/art_189_37144.html
中国科协创新驱动助力工程进展情况月报——第19期,4月25日，“中国科协科技助力精准扶贫天津？保定生物医药产业合作签约仪式”在中国科技会堂举行。中国科协学会学术部部长、企业工作办公室主任宋军、中国科协农技服务中心常务副主任师铎、河北省科协副主席许顺斗、保定市委副秘书长程杰、保定市科协主席张怀明、天津国际生物医药联合研究院副院长张耀洲等有关领导出席签约仪式。学会学术部和学会服务中心动员中国环境科学学会、中国电子学会、中国土木工程学会等参加绍兴市“智汇‘科’桥”创新驱动助力工程全国学会对接洽谈活动，组织地方科协参加由中国电子学会主办的第八届中国云计算大会等，推动形成云计算学会与地方协作共赢的良好局面。,http://www.cast.org.cn/art/2018/3/9/art_547_39690.html
中国科协创新驱动助力工程进展情况月报——第5期,2月11日，中国科学院自动化研究所与河北中康韦尔环境科技有限公司共同创建的“智能环保联合实验室”在中国科技会堂正式揭牌。揭牌仪式上，中科院自动化所与中康韦尔环境科技有限公司签署共建“智能环保联合实验室”的正式协议，中国化学会与中康韦尔环境科技有限公司签订合作协议。“智能环保联合实验室”由戴汝为院士所在的“复杂系统管理与控制国家重点实验室”提供科技支撑。当前，已在保定建立占地约1500平方米、包含综合实验室及云计算中心的实验室，并开始在保定工业企业周边、城市街道等近30个监测点对细颗粒物（PM2.5）、可吸入颗粒物（PM10）、二氧化氮（NO2）和臭氧（O3）等多种污染物进行24小时实时监测。,http://www.cast.org.cn/art/2017/9/12/art_89_23914.html
第十二届中国大数据技术大会,地址：北京。该会议是国内系大数据领域规模最大的会议；学术界、企业界齐参与、共研讨；已成功举办过11届。,http://www.cast.org.cn/art/2018/11/20/art_44_79683.html
从大数据到精准医疗专题讲座在天津大学举办,11月25日，天津市委市级机关工委与天津市科协在天津大学举办“从大数据到精准医疗”专题讲座。本次讲座是“筑党性 求新知 作表率”暨“科普天津·科学大家话科普”系列讲座专题之一，旨在全面落实《关于大力推进全域科普工作的实施意见》，进一步提高机关党员干部综合能力素质。讲座特别邀请到结构生物学家、北京航空航天大学教授、博士生导师叶盛作讲解，来自市级机关的200余名党员干部参加。叶盛从科研人员的角度，分析了大数据技术与精准医疗产业化的机遇与挑战，并就肿瘤大数据、精准医疗跨界合作、生物基因医学前景等话题发表了观点。 他表示，医疗大数据带给人们不仅是最优的诊断和治疗计划，更是通过数据的挖掘和筛选，对改变未来生活方式做出正确的指导。通过逐步深入研究靶向治疗技术，人类将不再恐惧疾病，对抗宿命也成为可能。随着精准医疗成为新一轮国家科技竞争和引领国际发展潮流的战略制高点，会有越来越多的科技人才投入到国家医学创新研究中。,http://www.cast.org.cn/art/2019/11/27/art_180_105912.html
重庆市科协举办大数据智能化专场科普报告会,8月26日下午，由重庆市科协、渝北区人民政府主办，渝北区科协、区文化旅游委承办的重庆市大数据智能化专场科普报告会在渝北区临空文化剧场举行。北京航空航天大学计算机学院副院长、博士生导师，大数据科学与脑机智能北京市高精尖创新中心副主任，中国科协新一代信息技术系列丛书之一《大数据导论》执行主编胡春明教授应邀作专场科普报告。渝北区委副书记邓孝明出席会议。报告会由重庆市科协党组成员、副巡视员牛杰主持。大数据智能化专场科普报告会是2019中国国际智能产业博览会中国数字经济百人会的重要组成内容，也是本届数字经济百人会上中国科协为重庆党政干部赠送《云计算导论》《大数据导论》《人工智能导论》等新一代信息技术丛书活动的会外延伸。“大数据的应用方兴未艾，大数据驱动的智能化时代正在到来。”“大数据的应用已经与公众的日常生活密不可分。”报告会上，胡春明用朴实的语言、翔实的数据、生动的案例，深入浅出地解读了大数据带来了什么、大数据如何处理、大数据如何应用等热门话题，为全场听众开展了一次生动的信息技术前沿知识的科学普及。,http://www.cast.org.cn/art/2019/8/27/art_200_100792.html
第三届吉林省健康医疗大数据学术年会召开,10月12日，第三届吉林省健康医疗大数据学术年会在吉林长春召开，主题是“医院数据治理与智慧服务”。吉大一院博士生导师、教授，省健康协会健康医疗大数据专委会主任委员牟冬梅作《数据规划  赋能科研》专题报告，医渡云医疗事业部产品总监刘婷婷作《医院数据治理框架、技术与应用》专题报告，松原市卫生健康委主任苑志新作《松原医疗影像云平台建设实践与探索》专题报告，省健康协会副会长、安图县人民医院院长云庆军作《县级医院信息化建设实践与思考》专题报告。来自吉林省大专院校、科研院所、医疗、医药、医保等单位健康医疗大数据专家学者、信息技术工程师500余人出席会议。,http://www.cast.org.cn/art/2019/10/18/art_185_103241.html
“制造业+大数据技术”主题论坛在南京举办,"12月8日，由世界智能制造大会组委会主办，中国自动化学会承办，智能制造推进合作创新联盟（IMPCIA）、工业控制系统信息安全产业联盟（ICSISIA）、边缘计算产业联盟（ECC）协办的“制造业+大数据技术”主题论坛在江苏南京举办。本次论坛以“数据价值化知识自动化”为主题，230余位来自石化、冶金、航天、工业云、机器人、工业互联网等领域的用户单位、设备生产厂商、设计院、大学及科研院所的代表出席大会，深入探讨智能制造背景下大数据技术的发展趋势和典型应用。中国自动化学会副秘书长石红芳主持会议。冶金自动化研究设计院副院长、混合流程工业自动化与装备技术国家重点实验室主任孙彦广的报告题目是《钢铁工业智能制造与大数据》，他结合我国钢铁行业两化融合现状和智能制造发展趋势，分析了钢铁企业可持续发展对智能制造的需求。并结合全生命周期产品质量管控、一体化计划调度、物质能源协同、流程优化控制等钢铁企业集成智能优化功能讨论了大数据应用技术,最后还通过行业应用案例对此进行了阐述。天泽智云解决方案副总裁史喆的报告题目是《工业智能原理与应用实践》，他通过对工业大数据与互联网大数据进行对比，阐述工业大数据的三化特点，再到工业智能的定义，以及PHM对实现工业智能的重要性等几方面进行了深入浅出的讲解，同时强调了工业系统中预测性维修维护的重要性。此外，还分享了风场智能运维系统、智能带锯机床等具体实践的成功案例。中国海洋石油总公司信息技术中心商务智能&大数据资深工程师王小玲的报告题目是《ERP与生产数据融合的技术探索》，她指出，企业迫切需要建立一个融合传统ERP数据与新兴大数据（包括实时数据等）的平台，让ERP也能利用云计算、物联网和大数据等技术，在企业信息管理和决策领域获得有效应用。她介绍了中海油利用高性能的数据仓库和Hadoop等技术平台在设备故障及维修费用预测方面进行的探索。会上，中国自动化学会与江苏大数据联盟签署战略合作协议，王飞跃、江苏大数据联盟理事长单位负责人魏清作为代表签约。此战略合作协议旨在促进相关领域产学研合作，培育科技创新环境，营造江苏制造行业大数据产业发展的良好生态。桂卫华院士、江苏省经济和信息化委员会副主任池宇等出席签约仪式。",http://www.cast.org.cn/art/2017/12/12/art_382_74378.html
2019年人工智能与大数据国际会议在成都市召开,5月29日，由四川省科协指导，IEEE（美国电气和电子工程师协会）、四川省计算机学会主办，成都信息工程大学、电子科技大学、西南交通大学、四川大学和亚昂教育咨询有限公司协办的2019年第二届人工智能与大数据国际会议（简称ICAIBD 2019）在成都市召开。中国科学院院士张景中，四川省科协党组成员、副主席周利平，四川省计算机学会理事长、中国科学院成都计算机应用研究所所长王晓宇，成都信息工程大学校长周激流等出席大会并讲话。 来自美国、英国、韩国、阿联酋、菲律宾、德国、新加坡等国家，大陆和台湾地区的专家学者，围绕“人工智能与大数据”主题，通过专题报告、分会场口头报告、视频报告和海报展出等方式进行了深入的交流与研讨。香港城市大学教授王钧、北京大学教授谭营和美国印第安纳大学——普渡大学印第安纳波利斯联合分校教授梁耀分别作了专题学术报告。,http://www.cast.org.cn/art/2019/5/29/art_201_96053.html
关于开展学会学术大数据中心建设及运维项目的采购前公示,名称：大数据中心建设及运维项目。学会管理服务平台在全国学会组织管理信息平台基础上，对现有学会管理业务系统进行功能整合以及升级，基于学会会员服务共性需求，为学会提供会员服务平台，实现学会面向会员的服务流程上下贯通；选择若干试点学会，支持其以党建为引领，围绕智库建设、学术引领、科学普及等重点任务，与“智慧科协”互联互通、开放共享，打造“智慧学会”样板间，推进学会线上资源“应联尽联”。学会学术大数据融合分析展示系统。,http://www.cast.org.cn/art/2019/4/22/art_91_94396.html
首届吉林省大数据产业发展高峰论坛在长春举办,10月30日，由吉林省科协、吉林省工商联主办，吉林省信息技术应用协会等单位承办的首届吉林省大数据产业发展高峰论坛暨2018吉林省信息产业百强企业发布会在长春市举办，来自国内大数据领域的专家、企业家共聚一堂，共谋数字经济时代大数据产业创新发展。吉林省科协党组成员、副主席韩宇鸿，吉林省工商联副主席李文启出席论坛并致辞。韩宇鸿说，大数据战略是新时代建设网络强国的着力点。党的十九大报告将建设网络强国作为建设现代化经济体系和创新型国家的重要举措。努力把我国建设成为网络强国是习近平中国特色社会主义思想中关于网络观的重要内容，也是实现中华民族伟大复兴中国梦不可或缺的组成部分。当前，我国大数据产业进入了快速发展阶段，省委省政府大力推进数字吉林建设，为全省大数据产业发展创造了难得的机遇。希望通过这次论坛和发布会活动，能够推动吉林省大数据产业创新发展，为“数字吉林”建设提供宝贵意见建议，为吉林全面振兴发展贡献智慧力量。会上颁发了软件和信息服务标准化总体组专家聘书，发布了2018吉林省大数据典型应用案例、2018吉林省信息产业百强企业和2018吉林省信息产业专业领域第一强企业，表彰了吉林省信息产业十大领军人物和先进个人。,http://www.cast.org.cn/art/2018/11/20/art_185_78048.html
“科技传播助力企业发展”网上路演行动工业大数据专场举办,3月19日下午，“科技传播助力企业发展”网上路演行动第4期--“工业大数据”专场活动成功举办，100余家投资机构代表观摩了路演，华山资本等40多家机构会后与路演项目进行了深入对接交流。本次专场旨在支持助力工业大数据领域中小企业在抗击新冠肺炎疫情、打赢防控阻击战的关键时期渡过难关，在经济社会发展中发挥更大作用。本次活动由中国科协科技传播中心、中国投资协会创投委主办，清华校友三创大赛组委会等联合主办，优客工场、清华校友总会AI大数据专委会、中国科技产业化促进会AI大数据专委会、清数大数据产业联盟和创头条协办。“科技传播助力企业发展”网上路演行动依托“蝌蚪众传”、创头条等传播平台，旨在发挥传播优势，助力服务科技型企业，尤其是科技型中小企业的成长发展，用科技的力量为企业抗疫驰援，为产业振兴赋能。,http://www.cast.org.cn/art/2020/3/21/art_80_116930.html
福建省级学会会员单位开发大数据技术助推电力项目满格复工,随着全国各省确诊病例先后清零，复工复产的节奏正在挂挡加速。3月15日，国网福建电力显示，全省电网项目开复工生态指数平均值已恢复到100%，这意味着国网福建电力的项目复工复产情况已恢复到疫情前正常水平。这份成果的背后，是福建省电力企业协会会员单位厦门亿力吉奥信息科技有限公司研发的“福建省配网项目开复工生态指数管理应用”，在国网福建电力的全面使用。该应用运用了大数据客观及时地反应项目开复工程度，为国网福建电力制定项目复工复产及疫情防控决策提供重要的数据支撑，用数字的力量助推着福建复工复产的高质量发展。亿力吉奥运用时空大数据的技术优势，针对福建全省9个地市公司及62个县公司的复工人员和复工项目开展数据采集，对比疫情前整体项目和人员数，通过大数据分析，可实时计算出现有人员复工率和项目部复工率，再结合各区域不同的电力作业防疫环境指数，即可精准分析出当前全省的项目开复工生态指数，帮助国网福建电力及时了解和掌握各地分区分级电网项目复工复产具体情况。这种方式以系统替代人工上报，可有效解决疫情防控人手不足等难点，而且数据分析高效直观、全面准确，成为支撑防疫复工决策的核心数据，可实现国网福建电力项目开复工信息一站式综合管理。 目前该应用已上线了综合展示、统计分析、项目管理、报表查询4个重点功能。,http://www.cast.org.cn/art/2020/3/19/art_191_116716.html
中国大数据创新发展高峰论坛在江苏省无锡市举办,9月8日，作为2019世界物联网博览会十大论坛之一的中国大数据创新发展高峰论坛在江苏省无锡市举办。本次论坛以“工业智能，全域赋能”为主题，国内外院士、高校教授、国内外研究机构专家，国内知名企业代表，无锡市高校相关专业教师和相关企业科技人员500多人参加会议，共同研判工业大数据现状及发展趋势。本次论坛由中国电子学会、江苏省科协、江苏省工信厅、无锡市政府主办，中国工业大数据联盟秘书处、无锡市大数据管理局、无锡市科协、江苏无锡经济开发区管委会具体承办。 论坛邀请中国工程院院士李培根、戴琼海，英国皇家工程院外籍院士、新加坡工程院院士、印度国家工程院院士、东盟工程技术院院士Seeram Ramakrishna，浪潮集团高级副总裁肖雪，日本科学技术振兴机构北京代表处副所长横山聪等嘉宾作主旨演讲。中国电子学会发布了《2019中国工业大数据创新指数报告》，江苏无锡经开区发布了《雪浪云工业制造大脑2.0版》，数据智能企业中科海拓发布了工业智能计算机等成果。 论坛期间，围绕工业大数据赋能企业数字化转型开展了高峰对话，IEEE(电气和电子工程师协会)技术与工程管理分会主席、联合国AI专家Andy Chen，陕西高端装备与智能制造产业研究院院长赵红武，富士康工业互联网灯塔学院执行院长孙可意，北汽集团信息技术部部长李晓龙，雪浪数制CEO王峰，软通智慧董事长尹洪涛等学术界和产业界专家共同探讨工业大数据的应用与发展前景。中国人民大学信息资源管理学院院长张斌主持高峰对话。,http://www.cast.org.cn/art/2019/9/11/art_188_101432.html
山东省泰山科技论坛聚焦医学大数据强力推动健康事业发展,5月25日，第168期泰山科技论坛在济南举行。本次论坛活动由山东省科协主办，山东省大数据研究会承办。本期论坛主题为“医学健康大数据论坛”，论坛主要内容是学习研究现代医学同大数据的结合方式，探讨生物医学大数据、医学人工智能的前沿技术与发展前景。来自省内外各级综合医院、公共卫生机构、医学高等院校及科研院所、行政机关、医药企业等领域的相关专家、学者、科技工作者及部分科技爱好者参加了此次论坛活动。山东省科协学会部部长葛玉芝和山东省卫健委副主任秦成勇出席论坛并讲话。论坛开幕式由山东省大数据研究会医学分会常务副主任委员王洪春主持。葛玉芝指出，泰山科技论坛是省科协精心打造的学术交流平台，随着论坛的交流范围不断拓展，已成为了全省引领学术进步，开展学术交流的重要平台。本届的泰山科技论坛暨第一届医学健康大数据论坛为全省的多学科交叉融合提供了契机，本次论坛将为山东省医疗大数据的研究和学科建设带来新的视野，注入新的活力，形成更多的共识，推动医疗健康大数据研究高质量发展，更好地服务山东省的新旧动能转换。秦成勇强调，山东省医疗健康大数据的规划和建设具有革命性意义和重要价值，医疗健康大数据的分析利用可改变传统的医疗实践，并全面提高医疗管理的质量和效率。论坛邀请刘建平、薛付忠、张磊、徐兵四位资深专家分别作题为《医疗大数据与真实世界研究》《健康医疗大数据云平台建设》《生物医学大数据与精准医学》《医疗行业大数据及人工智能的展望》的主题报告。专家们在学术报告中说初心、讲问题、求突破，呈现出一场学术盛宴。学术讲座后，在来自生物医学、临床医学、数学、公共卫生等各个领域的青年才俊就医学健康研究举行了生动的学术沙龙。,http://www.cast.org.cn/art/2019/6/5/art_193_96628.html
吉林省《大数据导论》教学研讨活动在长春举办,5月22 -23日，吉林省《大数据导论》教学研讨活动在吉林大学举办。吉林省30余所高校的200余位教师参加了此次活动。北京航空航天大学计算机学院副院长胡春明介绍了《大数据导论》设计与知识点，北京大学信息技术学院教授陈钟、北京航空航天大学计算机学院教授时磊、哈尔滨工业大学计算机学院教授王宏志、中科院地理所研究员刘闯、吉林大学计算机科学与技术学院教授王岩、百度大数据技术委员会主席杨胜文、西安交通大学法学院副教授朱莉欣，分别围绕数据科学与大数据专业建设、大数据网络可视化、大数据获取与治理、科研大数据、大数据技术与应用、行业大数据实践、大数据法律政策规范与伦理安全等作专题报告。围绕大数据人才培养、产教融合等，授课老师和学员们进行互动交流。5月至7月，中国科协开展“数字经济人才培养东北行”活动，通过组织人工智能、大数据、云计算等新一代信息技术领域知名院士专家与院长名师，深入东北三省高校，开展新一代信息技术教学研讨活动，召开数字经济院长论坛，研究探讨数字经济人才培养模式和成长规律，提升东北三省高校新一代信息技术师资队伍能力，培养掌握新一代信息技术的数字经济人才，利用信息技术、智能技术提升制造业技术水平，振兴东北实体经济。吉林省《大数据导论》教学研讨活动是“数字经济人才培养东北行”的组成部分。,http://www.cast.org.cn/art/2019/5/29/art_80_95968.html
