,title,main_body,link
24,科协人战“疫”时刻，中国科技会堂：与时间赛跑,新型冠状病毒感染的肺炎疫情发生以来，中国科技会堂干部职工始终默默奉献，坚守在抗击疫情最前线。采购“特种兵”保供应1月26日，大年初二，中国科技会堂受领保障防控物资任务，全体职工积极响应、团结协作，跟时间赛跑，圆满完成特殊时期货源紧缺情况下的保障任务，保障防控物资快速到位。常国祥、张溢、张幼华、郭伟宏、翟翊丞、宋麟等各部门同志从1月26日起按照统一安排，放弃休息时间，第一时间奔赴各供应单位，多渠道采购口罩、消毒液、酒精、远红外测温仪等疫情防控物资。由于货源时间的不确定性，采购员们每时每刻都在关注市场信息，多次主动“请战”。三位同志开着自己的私家车，一有消息就出发，先后多次到大兴、通州、河北、丰台的厂家及库房等货、拉货。这些戏称自己是“特种兵”的采购员在采购期间共垫资3.9万余元、行车约1300公里。购买84消毒液20桶、测温仪5个、体温表421支、酒精5桶、一次性口罩1800个。一次性餐盒、一次性筷子、打包袋、湿纸巾等若干。采购人员以最大努力的付出，团结协作、积极主动的精神，体现了共产党员、共青团员的先锋模范作用。优质服务保大局“科技会堂全体干部职工必须按照中国科协党组的要求，充分认识疫情防控工作的艰巨性和紧迫性”，中国科技会堂领导班子始终强调，“防控疫情是当前最重要最紧迫的工作，所有行动听从指挥，在岗职工要履职尽责，待返岗职工做好防护并招之即回。”为保障疫情期间值班工作人员的日常饮食需求，餐饮部自2月3日起为中国科协机关3个区域、13个部门提供送餐服务，保障疫情期间办公区的饮食需求。连日来，每日为科协各部门送餐100余份。范月静、杲素霞、杨洪刚、王敬强等同志按照统一部署，认真执行防疫要求，制定每日营养菜单，以科学搭配保障科协到岗干部职工餐食营养充足合理。餐饮部克服人员少、任务重的现实困难，排除万难做好为科协办公区服务的准备工作。服务员人手不够，厨师们在出餐后，又迅速变身为送餐员，齐心合力完成送餐工作。,http://www.cast.org.cn/art/2020/2/14/art_80_112087.html
25,科协人战“疫”时刻，中国科技馆：祖国至上 人民至上,不是前线，同为战士。 党建引领，鏖战疫情。 防控不容缓，服务不掉线。 抗击疫情，科普知识来引领。 甘为抗疫幕后斗士，助力疫情防控攻坚 …… 这是中国科技馆抗击疫情简报中的一个个标题，也是中国科技馆人应对新冠病毒疫情发出的铮铮誓言。在这场抗击疫情没有硝烟的战场上，中国科技馆人，用实际行动践行着初心和使命。 截至2月12日，中国科技馆已连续上报了17份《抗击疫情 科技馆体系在行动》简报。从中能看到很多感人的故事，这群人中，每一个人都在为抗击疫情做出自己的贡献，都在用各自的方式投身防控疫情、普及知识、提供保障等工作之中。 党建引领  鏖战疫情 每天，任海宏都要处理13个微信置顶防疫工作群中的大量信息。作为中国科技馆办公室（党办）主任，任海宏充分调动部门全体干部员工积极性创造性，将各项工作安排得井井有条。 办公室（党办）副主任余革胜同志临危受命，全权负责馆党委、馆纪委下达的日常指令落实工作，坚持党建引领疫情防控，建立党支部联动工作机制，引导全馆党员、干部自觉遵守“疫情就是命令，防控就是责任”铁律，筑牢全馆疫情防控战斗堡垒。 把好“入口关”，是确保中国科技馆防疫安全的关键。为有效把病毒拒之门外，安全保卫部第一时间启动防疫抗疫预案，制定并实施严密的安全防范措施。接近花甲之年的魏丹波主任率先垂范，从1月24日起连续七昼夜在馆值班，坚守在工作岗位上。王雨副主任的妻子天天奋战在街道防疫一线，他只能把9岁的女儿一人留在家中，义无反顾投入到工作岗位。春节前，郭永德的孩子右臂粉碎性骨折，但这位老党员无暇照顾孩子，一直坚守在岗位上。 后勤保障部的李勇在自驾探望岳父母途中，接到老馆家属区居委会紧急通知，要求立即增设红色有害物质垃圾桶，他马上调转车头返回北京，与爱人一起多方寻找供货商，及时按要求将专用垃圾桶安置到指定地点。等到达岳父母家时，已是深夜。 防控不容缓  服务不掉线,http://www.cast.org.cn/art/2020/2/13/art_80_111995.html
26,科协人战“疫”时刻，构建全国科技馆体系的抗“疫”科普长城,2020庚子年这个特殊的春节前后，在新冠病毒疫情防控的严峻时刻，全国各地科技馆为防止人员聚集带来的疫情扩散风险，纷纷采取了闭馆措施。实体科技馆虽然关闭，各地的科普工作却没有停，抗击疫情应急科普和科普宣传更是一刻不停。 在中国科协党组的坚强领导下，按照中国科协向全国科技工作者发出 “团结信任 创新争先 坚决打赢疫情防控人民战争” 倡议书的总体要求，中国科协应急科普工作领导小组办公室带领全国科技馆体系，坚持“全国一盘棋”，全面构筑起防控疫情的科普长城：中国科技馆推出多种专题展览、视频活动，各地科技馆积极行动，纷纷通过网络平台分享科学防疫知识，策划多种线上活动；“科普大篷车”依然穿行田间地头，将抗击疫情科普工作做在祖国的大地上…… 应对疫情，科技馆体系发挥作用 2020年1月，新型冠状病毒肺炎疫情快速蔓延，全国多省市陆续启动重大突发公共卫生事件一级响应。1月20日，习近平总书记作出重要指示，要求“全力做好新型冠状病毒肺炎疫情防控工作”。国务院召开电视电话会议，对新冠肺炎疫情防控工作进行全面部署。 自1月23日起，武汉市科技馆、襄阳市科技馆、云南省科技馆、黑龙江省科技馆、浙江省科技馆、江西省科技馆、中国科技馆、上海科技馆等科技馆，先后宣布采取闭馆措施。 首次面对突发重大疫情，许多场馆没有经验可循。在中国科协应急科普工作领导小组办公室、中国科协科普部的统筹和指导下，中国科技馆带领全国科技馆系统，紧急行动起来：共同探讨、互通信息、交流经验，针对突发疫情制定相应应急措施。 这期间，原本人头攒动的实体科技馆内空空荡荡，可全国科技馆系统的工作群里却异常“热闹”： “哪家场馆做好了疫情防控应急预案，哪家有应急通知的模板，能否提供参考一下？” “武汉馆已经有一套应急制度，可以马上发给大家……” 全国各馆互学互鉴，第一时间成立应急管理领导小组，拟定防控预案，部署工作，结合自身实际细化防控措施，及时研究解决各种防控问题。 春节放假前，各地科技馆均已通过微信公众号、官网等渠道发布闭馆公告，处理已购票或预约公众退款、沟通、解释等事项。通过各地科技馆的全国联动闭馆措施，消除了科技馆作为春节期间公众大量聚集场所可能引起病毒感染和传播的安全隐患。,http://www.cast.org.cn/art/2020/2/13/art_80_111989.html
27,天津全域科普网上第一课：院士专家讲科学防疫,“同学们，大家好！因为新型冠状病毒感染的肺炎疫情，我们今天以这种特别的形式开始我们的第一课…”2月10日，天津市部分中小学生准时守在电视机前，迎来了这堂特殊的第一课。武汉抗疫第一线的中国工程院院士、新冠肺炎中央指导组专家张伯礼，以网络课堂的形式为天津市师生讲解了新型冠状病毒肺炎发生与传播机制，解答了同学们关注的中医在新型冠状病毒肺炎患者治疗过程中发挥的作用等问题，强调了同学们隔离在家以及返校上课后的安全防护要点。张伯礼院士十分关心学生的学习成长，在最忙碌的一线也不忘殷切嘱咐“希望你们努力学习，热爱科学，长大后也从事这方面的研究，我相信到那时，我们已经研制出更好的药物，可以用更好的方法来防控传染疾病，寄希望于你们！”。第一课结合中小学生强烈的求知、心理认知等个性诉求，同时邀请医学、心理认知等权威专家，通过短短的一堂课，系统搭建知识架构、延展知识点。微信图片_20200212160058.png天津师范大学副校长、天津市心理学会理事长白学军和北京大学心理与认知科学学院副教授张昕回应了同学们“无法和同龄人接触”“学校停课不能外出的心理焦虑”“害怕疫情持续蔓延的无助恐慌”等问题，鼓励同学们在疫情面前调整心态，安排好自己的学习与生活，以健康的身心迎接未来的生活。没有热闹的仪式，没有敞亮的礼堂，这一课却吸引了全市中小学校学生的目光，成为学生们热烈交流的议题。,http://www.cast.org.cn/art/2020/2/12/art_80_111844.html
28,《新型冠状病毒肺炎大众防护与心理疏导》公开发行,为准确权威传播疫情防控科学知识，由湖南省精神医学中心、中国医学救援协会心理救援分会和国家精神心理疾病临床医学研究中心联合组织中南大学湘雅二医院20余位医学专家编著的《新型冠状病毒肺炎大众防护与心理疏导》一书由中南大学出版社出版，在国内公开发行，电子版免费向社会公开发布。全书分为6篇27节共11万字，图文并茂，通俗易懂，从新型冠状病毒的基础知识、如何防护与隔离，到感染后怎么办，从常见的心理反应、如何调整抑郁，到放松、冥想等心理技术介绍，适合社会志愿者和公众阅读，目的是使大众有效了解新型冠状病毒感染的肺炎疫情及其引致的常见心理行为问题。,http://www.cast.org.cn/art/2020/2/7/art_80_110819.html
29,辽宁省鞍山市心理咨询师协会倾情为市民提供“心理口罩”,新型冠状病毒肺炎疫情发生以来，辽宁省鞍山市心理咨询师协会全情投入到了这场没有硝烟的战役。 1月24日，一则特殊的“征集令”就出现在鞍山市心理咨询师协会官方微信群里：“赠人玫瑰，功德一世；国之有难，我辈当先!协会疫情应激情绪干预心理专家志愿服务总队接龙报名……” 。不到一天时间，协会就组建成立了由49名心理咨询师参与的“鞍山市抗击疫情心理援助网络干预专家服务总队”，其中不乏心理学博士、精神科主任医师及有心理援助实战经验的专家、教授。 协会专家指导组以网络教学形式进行的应急心理干预技能培训，经专业资质筛查和远程业务考核。1月28日，“心理援助热线”专家网络服务值班编组、专家指导人员技术支持、对外联络沟通信息发布、核心指挥人员定时监控等全部落实到位。1月30日，为争取行业和社会各界的更多响应与支持，鞍山市心理咨询师协会还发出倡议，号召心理咨询行业从业人员“全力以赴，投入到抗疫战争之中”。 2月2日，“鞍山市科协、市心理咨询师协会抗击疫情心理援助热线”正式开通。在此期间，鞍山市科协积极与8890民生服务热线平台、市卫建委相关处室、市民政服务中心、市疾控中心等部门沟通协调，建立了联络机制，为各部门所服务的市民群众搭建了一条疫情期间心理服务热线平台。 截至2月5日，“心理援助热线”累计接待咨询132次，其中涉及疫情的相关咨询126次。通过协会微信公众号、官群等平台发布疫情相关文章25篇。2月5日，协会编制了“疫情期间居民心理状态调查电子问卷”并通过网络发布，经对回收的209份问卷分析显示，鞍山市居民的个体心理环境适应力在逐步提升，对党委政府采取的措施和相应工作的信任度也在逐步提升，居民自我安全感呈现常态化趋势。 在疫情防控期间，鞍山市科协指导市心理咨询师协会融入到市卫健委的疫情防控体系中，选拔14名政治素质过硬、业务水平高的人员参与鞍山市 8890 心理咨询热线服务活动，入驻市8890平台心理咨询坐席，积极支持和协助政府及相关各方进行社会心理疏导，为减少社会焦虑和恐慌，维护社会稳定贡献力量。,http://www.cast.org.cn/art/2020/2/7/art_80_110754.html
30,中国医学救援协会心理救援分会开通全国应对新冠病毒肺炎疫情心理危机干预平台,1月31日，由中国医学救援协会心理救援分会组建的全国“应对新冠病毒肺炎疫情心理危机干预平台”(以下简称“平台”）在中南大学湘雅二医院正式开通，热线电话为0731-85292999。该平台是在中国医学救援协会、国家精神心理疾病临床医学研究中心联合学术支持下，中国医学救援协会心理救援分会组织具有临床医学背景的专业心理咨询师团队建设的心理咨询与心理危机干预服务平台。该平台旨在针对疫情影响下肺炎确诊患者与疫情防控一线工作人员、居家隔离的轻症患者或疑似患者、参加疫情应对的后方人员和普通公众，开展心理伤害化解、心理危机识别与处置以及躯体症状咨询等服务。自新冠病毒肺炎疫情发生以来，中国医学救援协会心理救援分会、国家精神心理疾病临床医学研究中心专家们关注社会人群的心理行为问题，多次召开会议分析现状、研判形势、动员资源、精心规划。经中国医学救援协会审议并通过，协会上报国家卫生健康委医政医管局、中国科协等部门，在湖南省科学技术协会和湖南省科技志愿者总队支持下迅速启动平台建设。中南大学湘雅二医院党委书记罗爱静、院长周智广亲自指挥，医院社会事务部统筹管理，医务、护理、信息、通讯、后勤等各部门主动配合，在场地划分、物资调配、人员安排、后勤保障等方面开辟绿色通道，克服春节假期和控制疫情所致的人力资源缺乏、设备采购困难等不利因素，以“小汤山”精神为动力，仅用36个小时就完成了信息咨询中心的各项硬件建设并接通电信专线。短短半天之内就有130余名临床医疗护理工作者踊跃报名。报名者中有相关领域的专家、住院医生、护士，分别来自精神心理学科、呼吸、重症、急诊、儿科等学科，大部分报名者均拥有国家二级、三级心理咨询师证书，具备开展心理咨询服务的资质和能力。1月29日，为组建一支专业性强、临床经验丰富、兼顾心理躯体问题甄别与处置、具备熟练交流技能的专业咨询师团队，国家精神心理疾病临床医学研究中心派出高级专家教学团队分别就“应激反应的识别”“心理热线技巧”和“心理危机干预ABC”等主题，对全体心理咨询师进行有针对性的岗前培训和考核。按照医护工作派班原则，心理咨询师们被分组编排，轮流值守，随时接听热线。为强化服务质量，坚持专业性和学术性，每班设置一位精神心理学科专家在现场担任组长。如在接听过程中发现疑难危重案例，即可转接至二线值班的上级医疗专家，给予拨打热线者更高级别的判断和决策建议。,http://www.cast.org.cn/art/2020/2/3/art_80_109851.html
31,宁夏科协系统迅速行动广泛宣传助力疫情防控,近期，针对新型冠状病毒感染的肺炎疫情，宁夏科协提高政治站位，扎实做好新型肺炎疫情应急科普宣传工作。各市县区科协充分利用网络传播优势，调动科普中国 APP 信息员和“三长”作用， 大力推送疫情应急权威科普知识。 1 月 22 日，宁夏科协召开专题会议，安排部署疫情防控应急科普工作，并加强与全区学会、权威专家联系，建立联动机制，及时发出权威声音。充分利用宁夏三农呼叫中心平台及“科普中国?宁夏全媒体传播云平台”，彩宁夏电视频道、APP、微信公众号，宁夏教育电视台 “科普大篷车”、宁夏微科普公众号等开展应急科普。 各市县区科协在地方党委政府领导下，迅速建立应急科普机制，组织动员开展新型冠状病毒感染肺炎疫情应急科普宣传。五市科协及时印发通知，制定新型肺炎疫情防控应急科普宣传工作实施方案，发出《致全市科技工作者的倡议书》，号召全市各级科协组织和广大科技工作者要更加积极地行动起来，充分发挥科学的力量，全力以赴做好疫情防控工作。兴庆区、西夏区、贺兰县、永宁县、灵武市、利通区、同心县、红寺堡区、青铜峡市、盐池县、中宁县、西吉县、彭阳县、隆德县、泾源县等科协充分利用科普大篷车、微信公众号、LED 科普信息屏、科普信息员群等渠道，进行新型冠状病毒防控科学知识的普及宣传。截至1月 31日15时，各市县区科协利用微信公众号、微信群等推送科普文章 2000 余篇，科普信息员传播科普中国文章数量近 15 万余篇，覆盖人群 50 万人次。 银川市康复医学会深入兴庆区 38个社区开展志愿服务活动。银川市针灸学会积极配合挂靠医院(银川市中医医院)做好一线的诊疗工作，在高速路口、机场、火车站设卡堵疫工作，在社区摸排工作宣传普及疫情防控科普知识。银川市心理咨询师协会开通疫情心理咨询热线服务，接听回答心理咨询电话，在宣传防控疫情科普知识的同时，为部分市民做紧急心理危机干预。银川市护理学会完成了对紧急调配的 40 名护理人员进行防护服穿脱培训和考核，完成赴武汉第二梯队人员、第三梯队普通组人员、第三梯队危重症组人员的信息登记。银川市科技志愿青少年科技教育服务队面向全市初三毕业生捐助网课，免费开放“超级课堂”，配合银川市教育局应对学生停课不停学。宁夏护理学会精神心理专委会安排了14名取得心理咨询师、心理治疗师资质的护理人员 24 小时坐席接听咨询，热线专家为来电咨询人员缓解焦虑、稳定情绪、增强心理免疫力、宣传防控病毒科普知识，减少发生感染发挥作用。,http://www.cast.org.cn/art/2020/2/1/art_80_109585.html
32,广西科协系统线上线下协同“抗疫”,当前，全面防控新型冠状病毒感染肺炎疫情进入关键时期。广西科协建立应急科普工作机制，统筹指导自治区科协系统所属的各类媒体平台，线上线下协同并进，打响应急科普“主动仗”。线上在全自治区550多个科普e站发布56个新型冠状病毒感染的肺炎疫情应急科普宣传素材，累计阅读量超过2.5万人次。利用自治区科协所属微信公众号编发推送科普图文，累计阅读量近3万人次；广西科协今日头条号发布科普图文累计阅读量近15万人次，几百个科普工作群，多个科普APP、气象科普大喇叭等新媒体同步深入开展应急科普工作，并与电视台合作，定点播出“抗疫”科普信息。线下在《南方科技报》和《医药星期三》出版2个防范新型冠状病毒科普专版，发行覆盖自治区乡镇农村、城市社区等，广大读者受众总计约10万人。在全自治区人员流动大的客运站、城市广场、公交车、社区入口等场所的LED科普信息屏、科普宣传展板广泛宣传疫情科普信息，并结合科普大篷车、专题科普活动等宣传载体，将宣传面由城市延伸至乡镇农村，力求信息传播全覆盖。,http://www.cast.org.cn/art/2020/2/1/art_80_109578.html
33,中国科协再次倡议：让科学家精神光耀时代 让科技创造新的价值,新冠肺炎疫情发生以来，科技界坚决贯彻落实习近平总书记重要指示精神，在党中央、国务院坚强领导下，紧急行动、全力奋战、众志成城，为打赢疫情防控阻击战提供了强有力的科技支撑。为夺取疫情防控和实现经济社会发展目标的双胜利，中国科协向全国学会（协会、研究会）、各级科协组织和广大科技工作者再次倡议：一、砥砺学风，勇担重任。斩断疫情，科技铸剑。振兴经济，科技当先。广大科技工作者要坚守“心有大我、至诚报国”的光荣传统，坚定信心，实事求是，尽出所学，各展所长，汇聚成共度危机、共谋发展的科技志愿服务大军，让知识服务社会，让科技支撑发展，让科学家精神光耀时代。二、问题导向，需求牵引。聚焦企业复产的关键领域，精准把握产业发展的痛点堵点，破解发展瓶颈，攻克“卡脖子”问题，在协同攻关中提升自主创新能力。以数字化网络化智能化重构生产、经营、管理流程和模式，提升产品服务能力，在解决实际难题中彰显科技力量，在推动高质量发展中成就科技价值。三、产学融合，创新发展。协同解决重点领域、重点产业的关键短板问题，推动企业转型升级、提质增效。引导龙头企业以技术优势辐射中小企业，形成规模效应，推动形成产业集群和产学跨界机制，帮助中小企业渡过难关。激发创新创业创造生机与活力，释放产业转型发展新动能。四、平台支撑，精准施策。充分发挥科技智库作用，为产业发展、生态优化和治理现代化提供有效政策建议。搭建跨学科供需对接平台，实施精准服务，推动企业高质量发展。有效开展“百城千会万企”助力行动，组建“科技服务团”，为企业成长和区域经济振兴提供解决方案。五、开放团结，合作共赢。科学无歧视，发展无止境。增强跨越国界的相互理解、相互信任和相互支持，深化国际间科技合作，秉持开放共享，凝聚发展共识，尊重知识产权，助力企业融入全球创新网络。战“疫”必将胜利，发展时不我待。国家和人民的需要就是科技界的集结号。希望广大科技工作者大力弘扬爱国、创新、求实、奉献、协同、育人的科学家精神，躬行社会责任，把论文写在祖国大地上，让科技在经济社会发展中创造新的价值。,http://www.bast.net.cn/art/2020/2/27/art_23312_449905.html
34,马林书记到北京科学中心调研,当前，新冠肺炎疫情防控工作压力未减，为进一步做好北京科学中心疫情防控与推进科普工作两手抓，2020年4月1日，市科协党组书记马林同志带队赴北京科学中心调研，调研中，就持续做好疫情防控工作、统筹推进科学教育课程开发等进行检查、听取汇报，并召开专题座谈会。党组成员、副主席刘晓勘，市科协二级巡视员陈维成一同调研。通过实地考察，马林充分肯定北京科学中心积极落实市委市政府疫情防控各项要求，在保障疫情防控安全过程中，持续坚持做到进馆人员测体温和信息登记，楼宇清洁消毒、加强驻场人员健康日报告等疫情防控各项措施。在北京科学中心“三生”主题馆的特色专区，马林书记一行听取了基于“小球大世界”展项开发的特色科学教育——《我们的海洋》课程讲解，他鼓励中心党员干部要充分利用小球多媒体技术呈现科普资源的优势，以公众需求为导向，有针对性的策划科学教育活动。他强调，要以“小球大世界”特色展区的打造为契机，完善科学中心科学教育活动资源建设和运行机制。要通过深入挖掘“小球大世界”展项本身的特点，开发和建设不同系列、不同层次、不同风格、多样化的“馆-校结合”课程体系，将抽象、复杂的科学原理转变成直观、简单的现象和实践，引导公众透过现象看本质、寻求问题解决思维和能力。,http://www.bast.net.cn/art/2020/4/3/art_23312_457583.html
35,京台科技成果线上路演活动成功举行,3月26日，京台科技成果线上路演活动成功举办。本次活动充分发挥京台青年科技工作者联席会议机制，依托北京市科协科技成果转化服务平台，围绕“需求侧引领、供给侧发力、服务侧助力”的科技成果转化服务体系架构，以视频直播连线的方式，把两岸科技成果与产业需求相对接，为双方提供精准服务，深化两岸科技交流和产业发展务实合作。市科协第九届国际暨港澳台工作委员会委员、中关村天合科技成果转化中心主任朱楠主持路演会。项目路演环节展示了来自台湾水木清华校友会推荐的6项先进、实用、成熟技术，涉及生物医药、现代农业、新材料等领域。洪瑞鸿介绍了“β-烟酰胺单核苷酸”实用性开发技术对修复受损DNA、提升细胞免疫等方面的重要作用。杨士模发布的癌症指针荧光编码检测微流控分析仪，可在IVD（体外诊断）精准医疗领域，提供智能解决方案，并可用于癌症、冠状病毒等小分子检测。林昆仪发布的高精度实时显真智能血压监护平台，可稳定测量不同状态下不同人群及动物的血压。顾涵谅发布的有机肥快速转化技术，利用生物有机肥解决农业废弃物快速处置及土壤贫瘠化问题。连宏清发布的氢科技乐活养生工程系统，利用氢气抗氧化作用促进受众拥有更加健康的身体，同时介绍到钟南山院士参与指导氢氧疗法，通过氢氧混合气吸入来治疗新冠肺炎患者的缺氧和低氧症状。直播间内留言踊跃、反馈积极。中关村天合科技成果转化工程院院长朱希铎表示，来自台湾的6项科技成果都具有核心关键技术，并且具有较高的产品化程度和成熟的商业化程度，希望台方抓住大陆庞大市场空间和强有力的资源配置条件，尽快将科技成果产业化落地。市科协科技成果转化服务平台也将继续深入跟进，在解答疑问的基础上积极推动项目对接，促进科技成果的深度转化，用细致全面的服务为科技成果供需双方提供解决问题的方案。活动由北京市科协指导，中关村天合科技成果转化促进中心主办，北京京台科技创新合作促进会、台湾水木清华校友会研究发展中心承办、首都金融服务商会协办。市科协副主席田文，交流部长曾福林，以及来自产业园区、科研机构和相关企业的代表在线参加了此次活动。,http://www.bast.net.cn/art/2020/3/30/art_23312_455383.html
36,北京科技企业积极投入疫情防控行动,疫情就是命令，防控就是责任，新型冠状病毒感染的肺炎疫情发生以来，北京科技企业和首都广大科技工作者坚决贯彻落实习近平总书记关于做好肺炎疫情防控工作的重要指示精神，积极行动起来，不畏艰险，奋勇逆行，投身肺炎疫情防控行动，充分展现了北京科技企业和首都科技工作者的责任和担当。中国医药集团有限公司（简称国药集团）作为国内综合实力最强、产业链最全、规模最大的中央医药企业，举全集团之力，积极做好医用物资应急调拨、诊断试剂和药品疫苗研发生产、医疗救治和防疫保障等各项工作，科技人员春节期间奋战在抗疫一线。自1月21日起至2月1日24时，国药集团累计生产新型冠状病毒诊断试剂盒10000盒（50万人份），组织货源向全国各级医疗机构提供医用防护物资，其中各类防护服38.64万套、护目镜10.83万个、各类口罩2660.97万只、手套2574.50万副、手术服18.62万套、消毒产品117.56万瓶；运送各类医药物资3989.29万盒（其中，化学药2580.35万盒、中药1305.73万盒、生物制品103.21万盒）。集团拨款10亿元设立抗击新型冠状病毒感染肺炎疫情专项资金。截至2月2日，国药集团应对肺炎疫情已累计捐赠2665万元物资。中国移动集团在疫情发生后，迅速启动一级应急响应机制，累计派出应急保障人员30520人次，出动应急车辆8214辆次。捐赠5000万元现金用于疫情防控，并在湖北投入近6000万元，为武汉火神山、雷神山、黄冈大别山等疫情处置医院新建基站并开通视频、医疗专线。面向全国提供云视讯、远程教育、手机报、视频彩铃、魔百和、集团短信等10项免费体验和特色业务。利用5G网络，通过人民日报、新华社、央视新闻、学习强国等20家主流媒体实时直播火神山、雷神山医院建设进展情况，总在线观看人次超过1.5亿。北汽集团第一时间行动起来，全力支援疫情防控前线。北汽集团及其成员单位、关联单位已通过不同渠道累计捐款捐物4300万元。除踊跃捐款捐物之外，北汽集团全力组织抗击疫情所需的救护车、特种运输车的生产，克服困难，保供生产、驰援前方。北汽集团旗下北汽福田正在抓紧组织生产负压救护车，参与武汉火神山医院建设，全力支持各地防疫工作。,http://www.bast.net.cn/art/2020/2/3/art_23312_448920.html
37,中共中央印发《关于加强党的领导、为打赢疫情防控阻击战提供坚强政治保证的通知》,近日，中共中央印发了《关于加强党的领导、为打赢疫情防控阻击战提供坚强政治保证的通知》。全文如下：新型冠状病毒感染的肺炎疫情发生以来，习近平总书记高度重视，作出一系列重要指示，多次主持召开会议，对疫情防控工作进行研究部署，提出明确要求。1月27日，习近平总书记就各级党组织和广大党员、干部要在打赢疫情防控阻击战中发挥积极作用作出重要指示，强调各级党委（党组）、各级领导班子和领导干部、基层党组织和广大党员要不忘初心、牢记使命，挺身而出、英勇奋斗、扎实工作，团结带领广大人民群众坚定不移把党中央决策部署落到实处，坚决打赢疫情防控阻击战。各级党委（党组）要坚决贯彻落实习近平总书记重要指示精神，为打赢疫情防控阻击战提供坚强政治保证。现就有关事项通知如下。疫情就是命令，防控就是责任。面对疫情加快蔓延的严重形势，各级党委（党组）要增强“四个意识”、坚定“四个自信”、做到“两个维护”，切实把思想和行动统一到习近平总书记重要指示精神上来，认清肩负的责任使命，按照坚定信心、同舟共济、科学防治、精准施策的要求切实做好工作，牢记人民利益高于一切，组织动员各级党组织和广大党员、干部把打赢疫情防控阻击战作为当前的重大政治任务，把投身防控疫情第一线作为践行初心使命、体现责任担当的试金石和磨刀石，把党的政治优势、组织优势、密切联系群众优势转化为疫情防控的强大政治优势，确保党中央重大决策部署贯彻落实，让党旗在防控疫情斗争第一线高高飘扬。各级党委（党组）要激励引导广大党员、干部特别是领导干部在疫情防控斗争中挺身而出、英勇奋斗、扎实工作，经受住考验，切实做到守土有责、守土担责、守土尽责。要在疫情防控第一线考察、识别、评价、使用干部，把领导班子和领导干部在疫情防控斗争中的实际表现作为考察其政治素质、宗旨意识、全局观念、驾驭能力、担当精神的重要内容。对表现突出的，要表扬表彰、大胆使用；对不敢担当、作风飘浮、落实不力的，甚至弄虚作假、失职渎职的，要严肃问责。各级组织部门、纪检监察部门要在各级党委领导下，积极主动履职，有效发挥作用。各级党委（党组）要充分发挥基层党组织战斗堡垒作用和共产党员先锋模范作用，把基层党组织和广大党员全面动员起来，发扬不畏艰险、无私奉献的精神，坚定站在疫情防控第一线，做到哪里任务险重哪里就有党组织坚强有力的工作、哪里就有党员当先锋作表率。要广泛组织基层党组织和党员落实联防联控措施，建立健全区县、街镇、城乡社区等防护网络，做好疫情监测。,http://www.bast.net.cn/art/2020/1/31/art_23312_448916.html
38,北京青少年科技人才培养项目启动会在中国工程院成功举办,"1月17日，北京青少年科技人才培养项目启动会在中国工程院成功举办。中国工程院院士陈厚群、中国工程院办公厅主任宋德雄、北京市科学技术协会党组成员、副主席刘晓勘以及来自北大、清华、中科院等高校、科研院所的专家，北京青少年科技后备人才早期培养计划、英才计划（北京）、北京青少年拔尖人才培养计划、东城区青少年科技后备人才拔尖培养计划基地校师生，区科协项目主管500余人参加会议。宋德雄在致辞中讲到，全民科学素质普遍提高需要建立起一支高素质创新大军。普及科学知识、弘扬科学精神、传播科学思想、倡导科学方法也是中国工程院义不容辞的责任和义务。2020年，“青少年走进工程院”活动已经进入第七个年头，超过两万名学生走进工程院，感受工程科技魅力，活动反响积极,效果良好。希望同学们更加努力学习，开拓进取，共同谱写好中华民族伟大复兴中国梦的新篇章。刘晓勘在讲话中谈到，青少年是祖国的未来，培养他们的创新精神，是增强国家创新能力的源泉所在。北京市科协充分发挥桥梁纽带作用，紧密团结广大科技工作者，不断创新活动方式方法，开发科教资源，强化学生在项目平台的“获得感”，提供丰富的展示交流平台，让学生拥有“尽展其才”的幸福感。鼓励同学们追求最前沿的科学、创造最先进的技术，为中华崛起和人类文明作出自己的贡献。最后他向中国工程院及广大关心、支持青少年人才培养工作的科技教育工作者表示感谢。陈厚群院士用一场生动的报告，分享了他六十余年来科研征途中的思考和感悟。北京化工大学黄雅钦教授作为导师代表分享了参与项目的感受，并向新生代表赠送学习清单和书籍，还介绍了人才培养项目正在编写的课程。现就读于北京大学的赵松睿和北京二中许逸飞两位同学作为往届人才培养项目优秀代表发言，分享了项目给他们带来的经验与收获。会后还安排了实验室与学生对接，为即将开展的培养工作做好准备。",http://www.bast.net.cn/art/2020/1/20/art_23312_447954.html
