,title,main_body,link
36,浙江省领导就做好当前新型冠状病毒肺炎防控科普宣传作出批示,日前，浙江省委常委、常务副省长冯飞，副省长成岳冲、王文序分别在省科协报送的《关于新型冠状病毒感染肺炎防控科普宣传折页推广使用等工作的报告》上作出批示，肯定省科协应急科普工作并提出要求。收悉省领导的批示后，浙江省科协党组立即进行传达学习。省科协党组书记、副主席郑金平表示，全省科协系统要认真贯彻落实省领导批示精神，高度重视疫情防控科普宣传工作，积极投身一线，加大科普力度，在这场抗“疫”战斗中发挥科协组织和科技工作者应有的作用。自疫情发生以来，浙江省科协高度重视疫情防控工作，在做好常规防控工作的基础上，充分发挥科协组织的特点和优势，重点做好新型冠状病毒肺炎的应急科普工作。春节前，省科协和11个市科协同步成立了应急科普工作领导小组，春节后向全省科协系统和科技工作者发出了倡议书，号召全省广大科技工作者组织起来、紧张起来、行动起来，积极投身到这场疫情防控阻击战中来。浙江省科协名誉主席李兰娟院士作为国家卫健委高级别专家组成员，一方面积极投身到疫情防治的实践工作中，一方面又率先垂范，主动通过接受媒体采访等方式，开展应急科普宣传，带动了一批科技人员主动开展科普工作。,http://www.cast.org.cn/art/2020/2/12/art_80_111887.html
37,河南省科协系统积极开展战“疫”特色科普宣传,"近日，河南省科协印发《关于做好新型冠状病毒感染肺炎疫情防控有关事宜的通知》，对新冠肺炎疫情防控工作进行再动员、再部署，进一步加大特色科普宣传，为打赢疫情防控阻击战贡献科协系统的智慧和力量。河南省科协科普融媒体矩阵集中力量开展特色鲜明、效果突出、权威可靠的应急科普宣传。《河南科技报》统筹设计“科学防疫科普专版”，定位“防疫病、防恐慌”，一期一个主题，每期拿出5个版面进行集中宣传。刊发“特殊群体如何预防新冠病毒”“如何进行科学消毒”“基层一线众志成城抗击疫情”“疫情蔓延如何确保饮食安全”“疫情背景下如何做好心理疏导”等稿件40余篇，出版发行10余万份。河南省科协微信公众号开辟了“科协战‘疫’”“科普防疫”“权威观点”“抗疫辟谣”“个人防护”“战‘疫’进行时”等6个专栏，多角度、多层面开展防疫宣传和舆论引导。河南农业手机报开辟“众志成城，科学防控战疫情”专栏，刊发《居家预防新型冠状病毒感染特刊》《新型冠状病毒防控指南特刊》《母婴人群新型冠状病毒肺炎防护特刊》《居家隔离特刊》《老人儿童预防新冠肺炎特刊》，《正确面对新冠肺炎疫情特刊》等6期共4万字,进一步拓展疫情防控科普的覆盖范围。河南科技报社主办的中国科技110网发布疫情防控文章130多篇，内容涵盖习近平总书记和党中央、国务院的相关指示精神，河南省委省政府和郑州市关于疫情防控方面的相关信息与具体部署，国家卫健委关于新型冠状病毒感染肺炎预防方面的科普文章，全省各地抗击疫情的典型做法等方面内容。河南科技报社微信公众号、APP、头条号、抖音号等新媒体和网站针对疫情发展，及时发布应对疫情科普文章近200篇，制作发布应对疫情短视频近80部，阅读量（播放量）达5000万次。河南省科协邀请中国工程院院士、河南农业大学校长张改平、河南省肿瘤医院陈小兵教授等244名河南省首席科普专家，利用线上平台开展疫情防控、复工复产院士专家科普讲座。联合省农业农村厅启动农业专家在线惠民活动，组织358名专家组建“农业专家春耕生产在线服务团”，分疫情防控、大田管理等10个专家小组，为广大农民提供免费咨询服务，为打赢疫情防控战役和稳定发展农业生产做贡献。",http://www.cast.org.cn/art/2020/2/12/art_80_111885.html
38,甘肃省科协所属学会科普“抗疫战”重实效?,甘肃省科协在疫情防控期间，广泛发动所属学会重视实效，通过提供核酸检测、心理援助、捐赠物资、支援疫区、科普宣传等方式奉献爱心、共战疫情，奋战在疫情防控一线。 甘肃省免疫学会临床免疫专业委员会主任委员高小玲 带领的甘肃省人民医院临床研究与转化医学研究所积极响应医院防控工作领导小组的部署与安排，第一时间开展了新型冠状病毒核酸检测工作，加快新型冠状病毒肺炎临床诊疗进度，向临床提供新型冠状病毒肺炎关键诊断指标。 甘肃省心理学会聚合兰州大学、西北师范大学、西北民族大学、甘肃农业大学、兰州财经大学、兰州交通大学、兰州城市学院等高校的心理学专家，启动疫情防控公益心理援助，共开通55部疫情防控心理援助热线，积极应对疫情引发的心理危机。针对本次疫情扩散性强、涉及面广的特点，省心理学会多渠道向社会公布疫情防控在线心理援助的注意事项和专家团队名单。制作防灾心理援助网络微课和宣传片，并利用官网、微信公众号宣传和推送应对疫情的科普知识与心理调适技术。同时，招募志愿者，组建了一支55名专业资质齐备、危机干预经验丰富的专家团队。经过岗前培训后，专家团队分4个工作小组，面向一线医务人员、被隔离人员、受感染人员、康复患者、普通民众和大中小学师生等开展在线心理援助。 甘肃省营养学会用科学合理膳食指导临床营养实践，传播营养健康知识和健康生活方式，筑牢“新型冠状病毒肺炎”的全民防线。甘肃省营养学会肿瘤营养分会副秘书长、甘肃恩益康营养健康产业有限公司总经理李岳堂将价值2.2万余元的420件消杀用品、红外线测温仪送至甘肃省卫健委物资调配中心统一调拨使用，将价值7万余元的口服营养补充剂和160个冲调杯送至兰州大学第一医院营养中心和兰州市肺科医院。 甘肃省健康管理研究会面向全省发布了《新型冠状病毒肺炎防治工作中医务工作者的心理援助》和《抗击新型冠状病毒肺炎中公务员和行政管理人员的心理关怀》等文章，受众人数达2万多人次。研究会还专门为广大医务工作者及社会大众提供心理援助服务，为来自兰州、临洮、定西和湖北的多位求助者提供帮助，并派出由副秘长王书诣带领的心理咨询师专家团队对口支援湖北。 甘肃省社区科普研究会充分发动专家的作用，统筹各方资源，集结全部力量，第一时间组织搜集、编辑疫情防控科普知识和基本常识50条，通过微信平台、科普群、QQ群等向社会发布，为群众提供科学有效的防护知识。,http://www.cast.org.cn/art/2020/2/12/art_80_111869.html
39,江苏省科协系统全面动员推进新冠肺炎疫情防控工作,疫情防控进入关键时期，2月8日，江苏省科协印发了《关于进一步做好新型冠状病毒感染肺炎疫情防控的工作方案》，就进一步做好疫情防控工作全面动员再推进。《工作方案》明确，江苏省科协围绕“两防三导一实”的工作要求，遵循预防为主、防控结合的方针，通过科普宣传服务、发挥学会专家资源优势、积极建言献策。在党组成立应对新冠肺炎疫情工作领导小组基础上，组建预防控制组、科普宣传组、学会动员组、市县动员组、督查检查组等5个工作组，由分管领导牵头，各部门单位分工负责，协同配合，切实扛起省科协系统疫情防控的政治担当和责任担当。全省科协系统围绕落实《工作方案》，开展了一系列各具特色、针对性强的具体工作。强化疫情防控科普宣传。动员全省各级科协组织和全省科技工作者，借助手机、网络、电视、报刊、科普大屏等媒体，全面做好针对性的疫情防控科普宣传，在人民网江苏频道、江苏公众科技网、科普云大屏终端、南京地铁移动电视等多个平台累计发布疫情防控信息640条，阅读量达413万人次以上。江苏省科协主办的省疫情防控网络知识竞答活动累计45.4万网民参与。发挥学会专家资源优势。依托学会组织，发动全省科技工作者，为疫情防控提供科技支撑。组织专家重点围绕医疗健康、衣食住行、生产流通等相关领域的科学防控，发出权威声音，解读疫情变化、防控最新进展。省心理学会积极组织开展防恐慌心理疏导，开通抗击疫情心理援助值守热线，由江苏省民政厅向社会发布，为重点人群提供一对一心理咨询服务。凝聚更多科技工作者投身疫情防控。依托“三长一家”，充分发挥基层科协组织号召力和动员力，及时总结宣传疫情防控一线科技工作者先进典型和感人事迹，收集汇总各地“三长一家”抗疫案例53篇，宣传典型48人次，已经陆续刊发采用19篇，新华网等媒体重点宣传报道其中7位奋战在抗击疫情一线的“三长一家”典型人物。江苏省科协党组决定，2020年度省科协举荐、表彰、资助优秀科技工作者要重点向奋战在防疫一线的科技工作者倾斜，并号召全省各级科协组织积极行动，为这些“最美逆行者”打气、鼓劲、撑腰。切实强化自身防控。江苏省科协建立了疫情日报制度，迅速在OA中开发了相关统计表单，1月31日进行第一轮摸底统计，建立数据库，2月2日开始实行每日“零报告”。同时，实行灵活办公方式和AB岗制，组织发放口罩、消毒液等防控必需品，保证职工自身的安全。,http://www.cast.org.cn/art/2020/2/12/art_80_111852.html
40,河北省科协多措并举抗击新型冠状病毒疫情,面对严峻的抗疫形势，河北省科协及时向各市科协、雄安新区改革发展局发布《中国科协办公厅关于开展新型冠状病毒感染的肺炎疫情应急科普工作的通知》《河北省科学技术协会关于进一步做好新型冠状病毒感染的肺炎疫情应急科普工作的通知》，有组织地开展各种线上线下科普宣传教育活动。河北省科协在省科协公务网发布省级学会典型经验和做法10余篇，河北省科技报刊发《河北省疾控中心派出首批应急检测队驰援湖北》等13篇文章。保定市心理卫生学会、保定市幸福心理学会、保定市工艺美术学会、保定市心理健康研究会、保定市知识产权协会等单位开通咨询热线，进行网上答疑、网络作品主题展、募集防疫物资，开展心理疏导、疫情防控宣传。保定市科协公众号转发、发表各类防疫文章、科普知识累计27篇；在全面开展科学防疫宣传工作方面，通过微信微博发送科普信息60余条，发送倡议书300余份；做好扶贫包村防控工作，协助镇、村落实各项防控措施。徐水区科协通过“科普徐水”推送《使用酒精和84消毒液需要屋注意的安全问题》和《钟南山院士发布：老年人防范新型冠状病毒肺炎指南》。共通过公众号发布文字链接，短视频9条，向13个科普基地、21个社区、14个乡镇以及机关单位发送科普知识，累计阅读总量3000左右。邯郸市科协开展各种线上线下科普宣传教育活动。全市18个县（市）区科协、3个院校科协、9个学会共计30支科普志愿者分队1236名志愿者投入到应急科普、配合排查、社区值勤等当前防疫工作之中。其中，成安职教中心的9名科普志愿者教师作为首批心理咨询师，面向广大师生和家长朋友开通线上“心理服务热线”，倡导以积极的心态面对疫情。曲周县利用“曲周科普群”微信群转发“科普中国”“邯郸科普”等微信公众号科技资源，推送关于冠状病毒的科普知识1000余条。张家口市科协积极组织动员市农技协、市农村致富带头人行业协会捐款共同抗击疫情，2天时间共募集捐款35000余元。沧州市科协为泰和世家社区捐赠防疫物资。为社区居民捐赠了1970副一次性手套、90个护目镜，价值约9000元，并派送两名经验丰富的科普志愿者深入社区帮扶工作人员开展疫情防控工作。廊坊市科技工作者之家成员发起中医问诊热线咨询，解答在新冠肺炎防控中的疑问。廊坊市中医院十病区开通防控答疑及健康咨询热线，可以通过电话提供诊治指导，减少到医院的次数，同时还可通过电话预约中医调理。河北急救医学会、河北省呼吸与健康学会、河北中石油中心医院心理科、秦皇岛市心理卫生协会。,http://www.cast.org.cn/art/2020/2/12/art_80_111845.html
41,福建省科协全力开展应急科普助力疫情防控?,为做好新型冠状病毒肺炎防控工作，福建省科协及时启动应急科普工作，自1月15日开始，广泛宣传正确的预防、救助、治疗等应急防护知识，增强公众公共安全意识和健康安全意识。据不完全统计，全省各级科协组织防疫应急科普服务人次累计超过1700万人次。福建省科协出台《关于开展新型冠状病毒感染的肺炎疫情应急科普工作的通知》，通过加大科普宣传力度、发布科学权威声音、强化科普场所疫情防控、积极支持一线科技人员4项措施，建立起覆盖全省的应急科普防线。在省科协门户网站、微信公众号开设“疫情防控进行时，福建科协在行动”专栏，累计发布信息92篇，倡导科技工作者投身防疫应急科普工作。省科协科技社团党委印发《关于在新型冠状病毒疫情防控工作中充分发挥科技社团党组织战斗堡垒和党员先锋模范作用的通知》，省预防医学会、省医学会、省防痨学会抽调40余位专家参与省卫健委牵头组建的省级疫情防控专家组，省地震学会在全省1.2万余个地震预警信息发布终端滚动播出科普视频，省科普作家协会牵头编制科学防疫H5动画108部，省医学会发布《新型冠状病毒肺炎重症患者的综合救治》权威建议，省心理学会开通了18条免费心理咨询热线。为满足科学辟谣和公众对健康知识的需求，省科协整合制作相关科普资源，第一时间向公众推送《科学预防新型冠状病毒肺炎，你必须知道！》《防病毒如何戴好口罩》等科普中国权威应急内容100余条，向中国科协紧急申请配发《科学防护，疫问医答》挂图、《科学防护，战疫必胜》折页1.2万份。紧急组织科技社团、科技工作者编写制作科普读物11篇、科普动画108部、防疫微视频41条、科普挂图21套、图文信息111篇、微信公众号文章近200篇，形成省级疫情防控应急科普资源包，供各级科协组织转发使用，并动态补充。全省各地科协组织根据本地实际、不同受众群体，有针对性地开展应急科普工作，大量制作方言快板、顺口溜、打油诗、防疫歌、幔帐戏、小视频等富有地方特色、通俗易懂的科普内容，取得良好社会效应。,http://www.cast.org.cn/art/2020/2/12/art_80_111763.html
42,青海省科协：多渠道开展疫情防控应急科普宣传,自爆发新型冠状病毒肺炎以来，青海省科协全方位、多渠道开展疫情防控应急科普宣传，组织动员全省各级科协组织和广大科技工作者为打赢疫情防控阻击战贡献力量。截至2月8日，青海省科协通过科协官网、青海科技馆网、科普中国·青海频道、藏地科普、青海科普微信公众号等平台及青海科技报推送发布相关内容报道、视频773条，总阅读量95.1万次。青海省基层农技协组织、农业科技志愿服务人员积极参与疫情防控工作，发动会员按照市场需求，维持有序生产，及时提供禽肉蛋等生鲜农产品，积极保障市场供给。基层农技协等组织发布疫情防控措施及相关科学知识350余条。青海科技馆通过官网、微信公众平台、快手、抖音、头条等发布科普信息、视频202条，阅览量31.57万次。录制“对抗疫情，全国科技馆在行动，科学实验挑战赛等你来！”原创科学小实验创意视频6条。印制疫情防控科普宣传页14000份，发放至西宁市150个小区、5个村镇及海南州贵德县10个村庄社区。科普大篷车在西宁市周边村镇、居民小区，通过广播、分发宣传页等形式进行疫情防控科普宣传，首日发放宣传页2000份。青海藏文科技报社通过纸媒及数字出版平台刊出新型冠状病毒科普防控专题11个，发布《抗击新型冠状病毒电子宣传册》2期、各类科学防控知识及信息247篇（条）。藏地科普和青海科技报微信公众号阅读量1.2万次，青海藏文科技报微博阅读量1.36万次。青海省科协网络信息与科普服务中心通过官网、官微、科普中国·青海频道发布图文信息168条，发布《预防新型冠状病毒注意出行安全》《关于新型冠状病毒肺炎10个最新判断》等微信H5专题10期。青海省科协科技创新与学会服务中心通过院士专家工作站工作群、全省企业科协工作群等微信群转发科普文章、信息156篇（条），累计受众1.33万人（次）。青海省8个市、州及各县科协通过微信公众号、官网等平台，转发新型冠状病毒感染的肺炎相关知识和视频7.3万余条（次），发放疫情防控宣传折页等13万余册,http://www.cast.org.cn/art/2020/2/11/art_80_111492.html
43,黑龙江省：科普大篷车工作队积极开展防疫应急科普宣传,新型冠状病毒感染的肺炎疫情发生后，黑龙江省科普事业中心按照黑龙江省科协关于科学防疫的工作指导，组织科普大篷车工作队开展疫情防控工作，为坚决打赢疫情防控阻击战贡献力量。黑龙江省富锦市、东宁市、同江市、林口县、庆安县等5县（市）科协，以科普大篷车为载体，联合科技志愿者、医疗单位组成科普大篷车防疫工作队，深入街道、乡镇、社区、村屯、生产企业、便民服务网点，宣传防疫知识，开展集中防疫消毒，发放口罩、酒精、消毒液、宣传手册、悬挂宣传板。共制作发放科学防疫主题宣传板300张，印制发放宣传单5000张，发放口罩2000个，医用酒精200斤，消毒液500瓶，深入企业11家，利用科普大篷车开展防控宣传活动12场，利用电台、电视台、报刊、新媒体、自媒体等发布专题报道30篇。富锦市科协联合该市民营科技企业黑龙江省绿兴科技有限公司白华联社通过科普大篷车开展战疫情捐助活动，积极支援疫情防控一线。根据疫情防控一线医用消毒酒精短缺的实际情况，与绿兴科技有限公司白华联社多方筹措货源，积极为该市疫情防控一线提供捐助。2月3-4日，先后为富锦市金鑫小区、文化社区、电商产业园、向阳川镇及中义村、中和村、砚山镇恒山村、巨福村，锦山镇洪洲村捐助医用医用消毒酒精200斤。富锦市东祥小区和金鑫小区是高层住宅密集区，高层楼房的电梯间是新型冠状病毒传播的高危区域，在爱心企业的捐助下，该小区18栋高层42个单元及金鑫小区3栋18个单位的电梯间均设立了电梯按钮隔离纸抽。同江市科协制作KT板新冠病毒肺炎防控挂图300张，赠送同江市城市社区管委会。1月30日至2月4日，东宁市科协根据本地疫情防控形势的需要，以科普大篷车为载体，深入重点企业、乡村、社区，落实科学防控。在移动、联通、电信、邮政、供电等便民营业网点，由东宁市科协工作者、志愿者及社区卫生服中心的医护人员组成的科普大篷车防疫工作队为营业网点的工作人员发放医用口罩、酒精等防护用品，并在营业网点内集中进行专业杀毒，向营业网点的工作人员进行防疫知识宣传。在三岔口镇、绥阳镇，防疫工作队深入东宁镇黑尊公司、双胜远达公司等11家重点工业企业进行疫情防控知识宣传，并对企业执行延迟开复工、外来人员登记、体温检测、值班值守、外地务工人员备案等情况进行排查。在民爆公司炸药仓库等特殊单位及场所，防疫工作队带领医护人员进行专业消毒，并对在岗企业员工开展疫情防控知识宣传。林口县科协全体工作人员在做好个人防护的前提下。,http://www.cast.org.cn/art/2020/2/9/art_80_111102.html
44,海南省科协系统扎实开展新冠肺炎防疫工作,针对疫情严峻形势，海南省科协迅速动员海南省科协系统做好疫情防控工作。省科协成立疫情防控领导小组，制定工作方案，明确责任，落实到人。 春节期间，海南省科协安排制作并汇聚中国科协科普资源，指导各市县科协开展应急科普工作，确保“疫情不解除，科普不掉线”。在海南新闻频道、海南经济频道播出科普一分钟肺炎防控视频，覆盖全省电视用户。充分利用“科普海南”微信公众号、科普e站、科协网站开展广泛宣传，开展科普知识有奖问答，新增“科普照谣镜”专题栏目。借助海南电信IPTV平台、海南党员干部现代远程教育平台、学习强国APP和椰城市民云APP等媒介，共享新型肺炎防疫视频资源，及时普及正确防控疫情知识。制作《海南话版防疫宣言》，利用新媒体H5 制作《防疫知识》，制作海南话版广播资料。 海南省科协发布《致全省科协系统共产党员的倡议书》和《致全省各级科协组织和广大科技工作者的倡议书》，印发《关于认真学习贯彻落实习近平总书记重要指示精神 发挥党组织和党员干部作用 坚决打赢疫情防控阻击战的通知》，号召全省科协系统共产党员及广大科技工作者，迎难而上，共克时难，为打赢疫情防控阻击战贡献科协力量。 经发动和协调，海南省日本（东京）海外高层次人才联络站通过驻日本使馆的渠道向武汉捐赠2箱口罩，联合日本相关华人团体发起倡议书，组织捐款捐资驰援武汉。同时，给海南省人民医院捐赠4000个口罩。海南省加拿大海外高层次人才联络站带头参与和支持多伦多华人医疗捐助，春节前一天协助筹集了304048加元(约160万人民币)捐款，全部用于购买医疗物资支持国内医院的新冠病毒救治工作。美国硅谷海外高层次人才联络站向硅谷相关华人科技团体发起倡议，组织捐款捐物支援武汉。 海南医学会心身医学专业委员会发布了“新型肺炎心理干预方案”。省心理学会制作了应对疫情十条建议，并与海南师范大学联合开展电话心理咨询。省管理现代化研究会、省学会学研究会、省南海经济技术研究院开展2次防疫科普知识讲座，直接或协助医疗物资捐赠1万余件，建立了民间志愿者救援平台。省计算机学会、省电子学会等学会发布了应对疫情倡议书。省热带作物学会等40多家学会发布预防信息52条。海南医学院科协成立疫情心理危机干预小组。琼台师范学院科协、海南软件职业技术学院科协等高校科协开通了心理援助热线。,http://www.cast.org.cn/art/2020/2/9/art_80_111100.html
45,湖北省科协防控疫情重担当,自湖北省爆发新型冠状病毒肺炎以来，湖北省科协紧密关注疫情动态，实时启动应急响应机制，在守好自己门户的同时，全方位、多渠道开展疫情应急科普宣传，积极协助联系社区开展疫情防控工作，用防控疫情的具体工作践行“两个维护”，履行科协组织和广大党员干部的使命宗旨。 多渠道发声 传递正能量 疫情发生以来，湖北省科协广泛号召全省各级科协组织和广大科技工作者提高政治站位，主动作为，扎实做好疫情防控的应急科普宣传和舆情引导。湖北省科协积极协调媒体力量，及时在有关省主流媒体门户网站、湖北省科协门户网站及湖北科普网增设防控疫情科普专栏，并发动“湖北科普报告团”的科普专家进行科普创作。湖北全省各市县科协利用微信公号、电视广播、科普宣传栏等各自平台资源，及时、动态发布防控疫情科学、权威信息，武汉市科协通过武汉科技报融媒体平台推送大量科普图文与视频。通过及时发布科学权威的科学知识、专家解读，让公众掌握正确的疫情防护要领，引导公众不信谣不传谣，增强科学阻击新型冠状病毒肺炎疫情的信心。 护好“小家”守好门 疫情发生以来，湖北省科协第一时间取消了有关大型会议和活动，减少人员集聚的传染风险；严把科协院内进出人员关，做好体温监测；经常性开展办公楼、住宅区消毒，及时做好垃圾清运；认真执行值班值守有关规定，确保防控疫情期间政令畅通；每日了解干部职工居家身体状况及思想动态，特别注意帮助确诊或疑似病例干部职工解决实际困难，真正把关心关爱干部职工的具体举措落实到实处。通过各项防控措施的严格落实，确保了省科协院内及干部职工中间没有出现大规模疫情爆发，守好了科协防疫门户关。 联手社区齐发力 2月5日，湖北省委直属机关工委向省直机关发出了党政机关党员进社区协助做好防控工作的号召，湖北省科协迅速行动，研究审定《省科协党员干部进社区开展防控工作方案》，组织遴选政治坚定、纪律性强、身体素质好的党员干部，正式组建省科协防控疫情党员干部先锋队。先锋队第一时间与定点联系社区取得联系，了解社区防疫工作所需。当社区反馈当前口罩、消毒液等防疫物资缺乏时，先锋队想方设法与有关企业联系对接，先期采购一次性医用口罩5000个送至联系社区。后期，先锋队计划继续帮助社区筹措消毒液等防控物资，并在社区的统一安排下，组织队员协助社区做好疫情防控工作，用实际行动践行服务宗旨和为民承诺。,http://www.cast.org.cn/art/2020/2/8/art_80_110922.html
46,浙江科协全媒体联动开展新型冠状病毒应急科普,疫情发生以来，浙江省11个市科协与省科协同步成立了应急科普工作领导小组，浙江科学传播融媒体联盟启动了疫情应急科普联动机制。春节期间，通过“科学+”官微、都市快报、腾讯、网易、华数电视等成员单位推送科普知识和工作动态。其中，都市快报从1月21日起，每日在报纸上出版5个整版的新型冠状病毒疫情特刊，1月24日（除夕）开始增加为8个整版。科普栏目“超级科学+”平台，对国家高级别专家组成员、前浙江省科协主席李兰娟院士的采访获得广泛关注，阅读数突破5613万，单条视频观看6292万次；报道的“新型冠状病毒怕酒精不耐高温”微博话题阅读数达到16.1亿；“杭州市中医院两位护士下午出发驰援武汉”单条视频播放2052万次，《防控疫情硬核宣传语》抖音点击量1.9亿。 此外，利用“大浙网”除推送科普中国相关内容外，制作浙江本地的辟谣内容并通过融媒体平台传播，上线浙江“战疫”报道专题；华数零频道播出科普中国相关科普视频。网易浙江、浙江在线、FM95浙江经济广播等联盟成员单位融合发力、精准推送，开展疫情应急科普工作，科学宣传疫情防护知识，提高公众自我保护意识。 浙江省科协已发布《科学防控 守护家园——致全省科协组织和广大科技工作者的倡议书》。计划制作冠状病毒科普挂图下发地市科协做好农村地区科普画廊宣传；联系科学普及出版社，为基层科协宣传提供优质资源；融媒体联盟成员实时跟进疫情最新发展，推送各相关科普内容，制作浙江属地辟谣内容。,http://www.cast.org.cn/art/2020/2/6/art_80_110391.html
47,四川省科协积极开展疫情应急科普宣传,按照《中国科协办公厅关于开展新型冠状病毒感染的肺炎疫情应急科普工作的通知》要求，四川省科协积极开展新型冠状病毒感染的肺炎疫情应急科普工作。成立应急科普领导小组，对工作进行统筹部署，形成开展新型冠状病毒感染的肺炎疫情应急科普联动工作局面。四川各地科协通过开展线上活动，在电视台播放科普中国宣传视频，在本地报社开设专栏，组织科技志愿者深入集市、超市、车站发放宣传资料等方式积极宣传科学防疫知识。省医学会、省中医学会、省预防医学会、省护理学会等积极编印科普宣传资料，编发科普文章帮助公众提升科学防疫能力。利用“四川科协”“科普四川”“四川科技报”、21个市州科协和省级学会头条、微博、微信公众号等渠道，并与当地电视台、报社合作，广泛宣传预防新型冠状病毒感染肺炎的科普知识。发动全省近5.6万名科普信息员广泛利用微信群等形式，传播“科普中国”“科学辟谣平台”生产的权威科普知识。截至1月31日，共转发信息24万条次，有效阅读量达到504万次。科普四川微信公众号发布新型冠状病毒肺炎科普知识并开展知识问答，截至2月1日，共发布相关信息21条，推文点击率4.6万人次。在全省1575个科普e站新增9个疫情相关频道，截至2月2日，更新图文信息18条，挂图资料14组，视频资料12个，热点播放14组。与中国科协联系，获取权威的科普宣传资源，主动推送给21个市（州）科协和康巴卫视等单位，其中泸州市科协在全市700多辆公交车上滚动播放科普中国制作的疫情防控视频，资阳、宜宾、德阳以及成都的锦江区、青白江区等电视台也相继播放，康巴卫视将视频翻译成藏语后播放。同时动员市（州）科普大篷车做好防疫宣传工作，在科普大篷车上播放科普中国制作的相关视频。四川科技馆编印《四川科技馆新型冠状病毒防控工作手册》。利用微信公众号、官网和微博等有效传播渠道，先后转发《人民日报》等权威媒体发布的《面对新型冠状病毒，我们应该如何应对？》《新型冠状病毒知多少》《如何正确佩戴防护口罩》《这些关于新型冠状病毒的说法，别信》等疫情防控知识和科普辟谣文章。四川科技报充分发挥四川科技网网络新闻媒体的作用，加大防疫知识宣传力度，做好舆论引导。每日在四川科技网突出位置及时转载央视、人民日报、新华社、四川日报等中央和省级主要媒体刊发的重点报道，全面及时准确发布权威信息，澄清事实解疑释惑，在全社会营造抗击疫情的浓厚氛围。在四川省科协网站、微信和四川科技报微信、头条号等新媒体平台推送防控疫情的知识。,http://www.cast.org.cn/art/2020/2/5/art_80_110344.html
48,北京市科协利用全媒体开展新型冠状病毒感染肺炎防控应急科普工作,新型冠状病毒感染的肺炎疫情发生以来，北京市科协及时开展科学防疫应急科普工作，利用全媒体渠道普及正确的预防、救助、治疗等应急防护知识，及时制止相关谣言传播扩散。北京科协公众号自1月22日起，每天推送传播国家权威部门发布的疫情防治政策信息、科普信息等“科学加”客户端及时搭建新型肺炎疫情专题页面，用科学知识释疑大众关切，用科学方法引导舆论。专题页面设置了疫情动态、专家发声、病毒研究、防护指南、流言终结、观点评述等板块，汇集各方权威报道和解读。客户端对于如何正确选择和佩戴口罩、普通感冒和流感的区别、如何居家隔离、儿童如何防护等防护要点进行了多次推送。同时通过“科学加”微信公号、新浪微博、头条号、一点资讯、百家号、人民号等平台同步发布，拓宽传播渠道。蝌蚪五线谱网站开设专题“抗击肺炎，我们与你在一起”，设置“疫情动态”“辟谣求真”“防护指南”“便民通告”等四个栏目，有针对性地进行解疑释惑和科学辟谣，截至1月31日发布文章73篇。蝌蚪五线谱公众号每天推送疫情防治科普信息，截至1月31日发布文章17篇。微博发布疫情相关科普内容58条，各媒体平台累计推送69篇疫情防治科普图文。蝌蚪五线谱发布的与新型冠状病毒疫情相关的5篇文章，被TA说收录进关联词条专题页。数字北京科学中心于1月20日起开设《疫情面面观》专栏。栏目聚焦新型冠状病毒感染的肺炎疫情，向公众普及科学防护知识，引导公众正确面对疫情。自1月20日以来，已连续发布10篇重要疫情资讯和科普文章。北京市各区科协利用各自公众号结合本区特点，广泛普及正确的新型肺炎预防、救助、治疗等应急防护知识。金葵花行动（朝阳科协）、顺义科普365、延庆科普、科技大兴、密云科普、平谷科普、科普丰台等公众号都陆续发布了有关疫情的实时权威消息和防护知识。北京科学道德建设微平台及时转发《中共北京市委社会工委北京市民政局关于动员社会组织参与新型冠状病毒感染的肺炎疫情防控工作的倡议书》，通过信息化手段充分发挥对科技社团的动员作用。市科协为各区新时代文明实践中心免费配送北京科技报6000份和20万份电子阅览卡，丰富社区居民假期生活。制作《科普知识全接触》1月海报6张，以“肺炎知识”为主题，科普病毒性肺炎的相关常识和防护方法。制作“预防新型肺炎，口罩怎么选？怎么戴？”“关于新型肺炎的各类流言真假”两套“一图读懂”长图及“科学防控新型肺炎全攻略”H5。海报配送至丰台区300多个社区张贴。,http://www.cast.org.cn/art/2020/2/2/art_80_109715.html
